"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_VIC01_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000051620"	"ENSG00000051620"	1.15023273890732e-124	9.62326889763651e-73	3	1	0.510270299594271	1	1
"ENSG00000173457"	"ENSG00000173457"	3.22693396072227e-128	1.81898730370777e-65	3	1	0.5752838294658	1	1
"ENSG00000173812"	"ENSG00000173812"	4.21734226064066e-119	2.68026970612876e-64	4	2	-0.279161500561502	1	1
"ENSG00000183255"	"ENSG00000183255"	3.89674495147247e-71	3.2677324057565e-64	4	2	0.780070007382668	1	1
"ENSG00000147403"	"ENSG00000147403"	6.38933232366441e-81	2.39805707879565e-60	7	1	0.243813523231856	1	1
"ENSG00000173486"	"ENSG00000173486"	3.04784874525338e-80	2.64055257139249e-52	3	1	-0.551309767889413	1	1
"ENSG00000245532"	"ENSG00000245532"	7.16157287457492e-59	3.20917573966541e-52	5	2	0.538165726837112	1	1
"ENSG00000245910"	"ENSG00000245910"	3.15667114160989e-58	2.19981530391831e-47	4	1	-0.822655940953089	1	1
"ENSG00000178741"	"ENSG00000178741"	4.20419479491618e-88	1.71309476293484e-44	3	1	0.408942804392234	1	1
"ENSG00000138777"	"ENSG00000138777"	6.29784354455701e-43	1.48242045692241e-42	4	2	0.866639861034317	1	1
"ENSG00000088832"	"ENSG00000088832"	4.13766703809212e-60	1.15115422096388e-41	3	1	0.655115306477201	1	1
"ENSG00000025708"	"ENSG00000025708"	5.1365978934735e-83	7.32179160104691e-39	5	1	0.468399956503776	1	1
"ENSG00000178585"	"ENSG00000178585"	1.94009344477708e-63	3.45508545297179e-38	5	1	-0.542444857141795	1	1
"ENSG00000185825"	"ENSG00000185825"	6.59157172444461e-73	1.36790165848989e-36	4	1	0.441334094718253	1	1
"ENSG00000198830"	"ENSG00000198830"	6.53687446494642e-95	5.98235005149209e-35	4	1	-0.977709552566116	1	1
"ENSG00000160113"	"ENSG00000160113"	3.1871118576954e-59	2.39896186815741e-32	4	2	-0.393978931552737	1	1
"ENSG00000104695"	"ENSG00000104695"	4.48579526416037e-40	1.04801073209778e-30	5	2	0.502143571153217	1	1
"ENSG00000172809"	"ENSG00000172809"	1.73724510076026e-28	1.86583641974299e-30	5	2	0.649517902020724	1	1
"ENSG00000132274"	"ENSG00000132274"	1.9935778198298e-39	2.42566547548698e-29	5	1	0.732573658680693	1	1
"ENSG00000070756"	"ENSG00000070756"	4.72286174054201e-60	2.54758054623647e-29	5	1	0.457116449329907	1	1
"ENSG00000080824"	"ENSG00000080824"	1.5594337943309e-55	4.09700312117932e-29	3	1	-0.426544830425407	1	1
"ENSG00000113387"	"ENSG00000113387"	2.37398442833465e-54	4.53148639759105e-29	3	2	-0.719563389470436	1	1
"ENSG00000021355"	"ENSG00000021355"	3.52196960054938e-51	7.48143682020939e-29	5	1	-0.577571154115337	1	1
"ENSG00000110321"	"ENSG00000110321"	5.12695538864197e-59	7.62103022250335e-26	8	1	0.379921364604752	1	1
"ENSG00000188659"	"ENSG00000188659"	2.22202790729441e-20	1.08024921126424e-22	6	2	0.835465430249544	1	1
"ENSG00000100359"	"ENSG00000100359"	6.45972689871523e-69	1.06717825477195e-21	8	1	-0.526638854691081	1	1
"ENSG00000213246"	"ENSG00000213246"	9.05355686249333e-41	1.64608190831314e-21	4	1	0.59978226031751	1	1
"ENSG00000115685"	"ENSG00000115685"	2.39664409806315e-23	1.96184878738726e-21	6	3	0.469777690752517	1	1
"ENSG00000041357"	"ENSG00000041357"	3.58359342703567e-58	2.26842844908766e-21	4	2	0.7822551721915	1	1
"ENSG00000149547"	"ENSG00000149547"	3.23670980328511e-25	3.90303906375435e-21	5	1	0.504887580054176	1	1
"ENSG00000115561"	"ENSG00000115561"	3.45921682896669e-98	1.01666995636423e-20	4	1	0.52028054879051	1	1
"ENSG00000067167"	"ENSG00000067167"	5.97942267057897e-45	5.11286706534955e-20	3	1	0.838575167689556	1	1
"ENSG00000257727"	"ENSG00000257727"	3.7098250976656e-54	1.29474258773056e-19	6	1	0.590954478044539	1	1
"ENSG00000029993"	"ENSG00000029993"	9.4076254395422e-33	1.30154160021819e-19	5	1	-0.606679863450788	1	1
"ENSG00000184007"	"ENSG00000184007"	4.28100002941067e-37	2.53990610802467e-19	3	1	0.485643264081553	1	1
"ENSG00000114354"	"ENSG00000114354"	2.28871387031715e-41	9.0297797652747e-19	4	1	-0.354158134578368	1	1
"ENSG00000177082"	"ENSG00000177082"	1.06624263421806e-21	1.39972739304986e-18	6	2	0.545497715654897	1	1
"ENSG00000152904"	"ENSG00000152904"	6.33171962405958e-30	2.75134569990115e-18	5	1	-0.617703477230096	1	1
"ENSG00000104763"	"ENSG00000104763"	3.75258715223334e-28	4.25706165621961e-18	3	1	0.321962116296944	1	1
"ENSG00000166598"	"ENSG00000166598"	6.55439781310245e-25	4.90377096171276e-18	4	1	0.302953384325545	1	1
"ENSG00000115457"	"ENSG00000115457"	6.47551942705745e-28	1.14596237461265e-17	4	1	-0.249353721443615	1	1
"ENSG00000120992"	"ENSG00000120992"	3.63664292024921e-23	1.15660734096973e-17	3	1	-0.347955307609537	1	1
"ENSG00000168259"	"ENSG00000168259"	1.24395775446333e-36	1.4302254235868e-17	4	1	-0.458678517259627	1	1
"ENSG00000183844"	"ENSG00000183844"	3.85173066174262e-57	1.86478328394939e-17	5	1	-0.900387229344572	1	1
"ENSG00000162949"	"ENSG00000162949"	3.47707957979394e-22	3.05026341441822e-17	4	1	-0.210274229752697	1	1
"ENSG00000006625"	"ENSG00000006625"	1.4058564565149e-15	4.04049989424424e-17	3	1	0.216089846528197	1	1
"ENSG00000107372"	"ENSG00000107372"	2.37513277746912e-28	4.53290951788282e-17	6	1	0.467693969422109	1	1
"ENSG00000067836"	"ENSG00000067836"	8.18730838903449e-42	3.05382446394952e-16	6	1	-0.468595931623777	1	1
"ENSG00000100979"	"ENSG00000100979"	3.29430857144408e-33	5.32812053565436e-16	4	1	-0.79593010353238	1	1
"ENSG00000167757"	"ENSG00000167757"	5.27637173451928e-18	3.96290850707438e-15	5	2	0.242069058604843	1	1
"ENSG00000092820"	"ENSG00000092820"	1.94657144017696e-15	4.08870018196708e-15	3	1	0.710466269972568	1	1
"ENSG00000136986"	"ENSG00000136986"	9.98905353656022e-35	5.5814576799565e-15	4	2	0.880832517176232	1	0.833333333333333
"ENSG00000197982"	"ENSG00000197982"	6.91463131677302e-29	1.80792758967459e-14	3	1	-0.290202363333376	1	1
"ENSG00000186395"	"ENSG00000186395"	1.84377835595421e-21	2.01057604996094e-14	4	1	0.451700593720702	1	1
"ENSG00000170296"	"ENSG00000170296"	2.28176099555784e-32	2.2414845219481e-14	3	2	-0.911726115590565	1	1
"ENSG00000146731"	"ENSG00000146731"	1.1973774735408e-32	3.74469829798358e-14	4	1	0.748031159883516	1	1
"ENSG00000102931"	"ENSG00000102931"	2.19893013967655e-22	4.43598448559866e-14	4	1	0.830370590183098	1	0.833333333333333
"ENSG00000241468"	"ENSG00000241468"	2.8016484715588e-15	8.68179631359783e-14	3	2	0.198280022361794	1	1
"ENSG00000163399"	"ENSG00000163399"	6.16228775882848e-160	9.42500617099249e-14	5	1	-0.637825147198304	1	1
"ENSG00000120438"	"ENSG00000120438"	2.68520232356084e-36	1.82536184873087e-13	5	1	-0.441733173948287	1	1
"ENSG00000133818"	"ENSG00000133818"	1.50373902665685e-64	2.34953400376945e-13	6	1	-0.540983617598425	1	1
"ENSG00000128016"	"ENSG00000128016"	2.11741052695834e-29	3.07518692964468e-13	3	1	-0.232453288921843	1	1
"ENSG00000122359"	"ENSG00000122359"	1.17452884387359e-34	3.24708114517771e-13	5	1	-0.278751864179884	1	1
"ENSG00000044115"	"ENSG00000044115"	1.09302016467999e-28	3.48984018030814e-13	4	1	0.674125701525094	1	1
"ENSG00000121073"	"ENSG00000121073"	1.87788672688835e-35	3.70271998193466e-13	5	1	-0.612972660366884	1	1
"ENSG00000102854"	"ENSG00000102854"	3.85790957716975e-69	3.93012825458549e-13	8	1	0.358027456503929	1	1
"ENSG00000133275"	"ENSG00000133275"	2.10403530294382e-12	5.29351349561971e-13	3	2	0.637503159497872	1	1
"ENSG00000177459"	"ENSG00000177459"	4.83972456631118e-19	5.38909587991959e-13	3	1	-0.460354139324088	1	1
"ENSG00000148700"	"ENSG00000148700"	1.63218532300391e-20	6.79182463974756e-13	4	2	-0.621317598022139	1	1
"ENSG00000163634"	"ENSG00000163634"	1.05265182796607e-34	7.0520416952208e-13	5	1	-0.608162294470422	1	1
"ENSG00000165175"	"ENSG00000165175"	4.98294905357618e-21	9.03302294152793e-13	4	1	0.507940361711833	1	1
"ENSG00000104549"	"ENSG00000104549"	2.43204942425099e-13	3.65912158039619e-12	4	1	0.247715317325108	1	1
"ENSG00000168310"	"ENSG00000168310"	1.28442029004748e-15	4.04062537569548e-12	5	1	0.527309046754246	1	1
"ENSG00000137699"	"ENSG00000137699"	1.47808922293874e-25	4.26726479864753e-12	6	2	-0.444659339465395	1	1
"ENSG00000102054"	"ENSG00000102054"	1.12959189306367e-96	6.04150634376102e-12	4	1	0.839806476588003	1	1
"ENSG00000149084"	"ENSG00000149084"	6.99439957437433e-35	6.06791954557043e-12	4	1	0.410445840020782	1	1
"ENSG00000158234"	"ENSG00000158234"	4.97575621285776e-51	6.18152509874955e-12	7	1	0.486486486439405	1	0.833333333333333
"ENSG00000196344"	"ENSG00000196344"	1.38596170608224e-33	6.19274020680323e-12	5	1	0.351741584450204	1	1
"ENSG00000121774"	"ENSG00000121774"	3.91099234949834e-12	8.59957570438907e-12	3	1	-0.508887543916253	1	1
"ENSG00000141424"	"ENSG00000141424"	2.19219690862588e-18	1.05845037334543e-11	4	1	0.565006647282329	1	1
"ENSG00000040341"	"ENSG00000040341"	7.03918359271219e-13	1.25454069668788e-11	5	1	0.649122023411644	1	1
"ENSG00000127022"	"ENSG00000127022"	9.51763601222395e-79	1.26613630173755e-11	5	2	-0.532446208012698	1	1
"ENSG00000198960"	"ENSG00000198960"	1.37953259965272e-14	1.38595513090531e-11	4	1	0.628247832848356	1	1
"ENSG00000100219"	"ENSG00000100219"	7.41004396656792e-29	1.65172251507485e-11	4	1	-0.177224212365751	1	1
"ENSG00000120860"	"ENSG00000120860"	1.6397102159888e-17	2.53348752761114e-11	3	1	0.366897243508852	1	1
"ENSG00000159884"	"ENSG00000159884"	1.26467921936229e-20	2.66570796603257e-11	6	1	0.725488018287644	1	1
"ENSG00000109339"	"ENSG00000109339"	8.81684284340265e-21	3.1510915953594e-11	7	2	0.422763525782061	1	1
"ENSG00000167920"	"ENSG00000167920"	1.17029087332643e-19	3.27554157442732e-11	4	1	-0.418960762806342	1	1
"ENSG00000173171"	"ENSG00000173171"	7.29469612555154e-15	3.41922589808587e-11	4	1	-0.592262519347099	1	1
"ENSG00000106617"	"ENSG00000106617"	4.60073036497361e-17	4.08043181838108e-11	5	1	0.543267008796383	1	1
"ENSG00000085224"	"ENSG00000085224"	1.40770350249919e-15	4.33113485990818e-11	4	1	-0.690111553719805	1	1
"ENSG00000175756"	"ENSG00000175756"	1.60175718684967e-09	4.39228819905717e-11	4	2	0.311250796018348	1	1
"ENSG00000090487"	"ENSG00000090487"	5.54827223926095e-23	1.15272431842393e-10	6	1	-0.428464580856707	1	1
"ENSG00000185104"	"ENSG00000185104"	2.62769345980461e-25	1.32604381275973e-10	5	1	-0.56986252636781	1	1
"ENSG00000143153"	"ENSG00000143153"	4.37267250917845e-107	1.37291134509788e-10	4	1	0.666101464681917	1	1
"ENSG00000258752"	"ENSG00000258752"	5.53334581923755e-19	1.45335724465041e-10	3	1	-0.331918055930217	1	1
"ENSG00000108963"	"ENSG00000108963"	2.92940485707247e-11	1.71732373569109e-10	4	1	0.729417989663381	1	1
"ENSG00000075785"	"ENSG00000075785"	2.04778769228681e-14	2.91190345697442e-10	3	1	0.176295783267766	1	1
"ENSG00000136279"	"ENSG00000136279"	1.03415355115956e-23	5.24735900142743e-10	3	1	0.430751959063797	1	1
"ENSG00000023228"	"ENSG00000023228"	1.91817707838324e-14	5.89405795149397e-10	5	1	0.403134930225606	1	1
"ENSG00000093010"	"ENSG00000093010"	1.163646910052e-54	7.44015328752823e-10	8	2	-0.769496362205977	1	1
"ENSG00000250479"	"ENSG00000250479"	9.0602218740141e-19	9.66853198252716e-10	3	1	0.978569729070197	1	0.666666666666667
"ENSG00000101361"	"ENSG00000101361"	2.60111603940889e-11	1.03454014714208e-09	3	2	0.459717590747926	1	1
"ENSG00000149600"	"ENSG00000149600"	5.38505587021253e-11	1.19112713381879e-09	4	2	-0.475772590104085	1	1
"ENSG00000042753"	"ENSG00000042753"	3.02221305422091e-08	1.20586468916622e-09	4	1	-0.231725010437858	1	1
"ENSG00000139644"	"ENSG00000139644"	1.30381959744282e-22	1.56411961895625e-09	3	1	0.296547849932623	1	1
"ENSG00000108946"	"ENSG00000108946"	8.26197066604763e-36	1.66325503994035e-09	7	2	0.361310246557075	1	1
"ENSG00000065154"	"ENSG00000065154"	1.07241209381321e-10	2.14344808846265e-09	3	1	0.262664672372333	1	1
"ENSG00000185055"	"ENSG00000185055"	2.41406394184955e-15	3.28554745683409e-09	7	1	0.310815710300008	1	1
"ENSG00000124074"	"ENSG00000124074"	9.50001732236783e-12	3.35721525297004e-09	5	1	0.457592772354723	1	1
"ENSG00000113712"	"ENSG00000113712"	1.67308444263603e-81	3.6090000498814e-09	9	1	-0.394565427394043	1	1
"ENSG00000139726"	"ENSG00000139726"	5.07061192929172e-15	3.64435572753029e-09	4	1	0.436283657807264	1	1
"ENSG00000088836"	"ENSG00000088836"	4.79126282404882e-12	3.76947019843258e-09	5	1	-0.680720769256472	1	0.833333333333333
"ENSG00000109083"	"ENSG00000109083"	2.58885914870993e-09	4.21488926424285e-09	4	2	0.435046472198136	1	1
"ENSG00000167136"	"ENSG00000167136"	7.55815032326608e-22	4.3888789954116e-09	3	1	-0.256920970080544	1	1
"ENSG00000146072"	"ENSG00000146072"	1.14253622625153e-18	4.82994634547211e-09	3	1	0.613583966591443	1	1
"ENSG00000163527"	"ENSG00000163527"	8.06950611208605e-11	5.0370873085284e-09	4	1	-0.495340934230884	1	1
"ENSG00000157778"	"ENSG00000157778"	1.22154660869777e-40	6.27169935575664e-09	7	1	0.470291003428438	1	1
"ENSG00000112110"	"ENSG00000112110"	1.66293168391708e-24	6.66105847286216e-09	3	1	-0.256918349228968	1	1
"ENSG00000166037"	"ENSG00000166037"	1.05691655810123e-18	8.47508910775419e-09	5	1	0.571139096183842	1	1
"ENSG00000130396"	"ENSG00000130396"	3.31181071095103e-20	1.36536523668055e-08	4	1	0.59095895822885	1	1
"ENSG00000173588"	"ENSG00000173588"	2.14816096451852e-08	1.75359257388591e-08	7	1	0.646153040613463	1	1
"ENSG00000073584"	"ENSG00000073584"	8.78053715256521e-21	1.84767719685162e-08	8	1	-0.337678426546537	1	1
"ENSG00000181789"	"ENSG00000181789"	2.77025034060993e-13	1.90604808484441e-08	3	1	0.630272135819726	1	1
"ENSG00000168575"	"ENSG00000168575"	8.13297092095939e-32	1.9419566828325e-08	7	1	-0.41478975581005	1	1
"ENSG00000114209"	"ENSG00000114209"	1.96903058215132e-35	1.95319762701247e-08	6	1	-0.309666201547638	1	1
"ENSG00000122565"	"ENSG00000122565"	3.43003442043459e-08	2.1993459006264e-08	5	2	-0.487349315467007	1	1
"ENSG00000078808"	"ENSG00000078808"	8.2629390949134e-13	2.21737663861803e-08	3	1	-0.210032580430329	1	1
"ENSG00000156313"	"ENSG00000156313"	3.30552383576146e-26	2.45332454127384e-08	6	1	0.459990639907148	1	1
"ENSG00000063854"	"ENSG00000063854"	1.03198055313369e-66	2.59859815941928e-08	4	1	-0.447988727841852	1	1
"ENSG00000206199"	"ENSG00000206199"	3.18465709002889e-12	2.62646168752503e-08	5	3	-0.49300416217918	1	1
"ENSG00000154640"	"ENSG00000154640"	1.00365856824345e-09	2.75673356392988e-08	3	1	-0.249061028883884	1	1
"ENSG00000263001"	"ENSG00000263001"	1.11251232120563e-13	3.12375127683181e-08	4	2	0.619316237036826	1	1
"ENSG00000136271"	"ENSG00000136271"	5.93398609719447e-12	3.96974514123105e-08	4	1	-0.524042379854403	1	1
"ENSG00000109670"	"ENSG00000109670"	5.40817401137841e-18	4.23376194695603e-08	8	1	-0.47777735624376	1	1
"ENSG00000133318"	"ENSG00000133318"	1.67988990551923e-20	5.5927570568522e-08	4	1	-0.270389989616146	1	1
"ENSG00000154813"	"ENSG00000154813"	1.31968595684781e-16	6.04105920367574e-08	4	1	-0.659593873466762	1	1
"ENSG00000147533"	"ENSG00000147533"	4.66678072820053e-08	6.12125559226097e-08	3	1	0.341549738982722	1	1
"ENSG00000110536"	"ENSG00000110536"	6.26610141942648e-17	6.23551687327876e-08	6	2	0.519540599571675	1	0.833333333333333
"ENSG00000183421"	"ENSG00000183421"	5.6496347672402e-11	6.32875620278547e-08	3	1	-0.589844549301466	1	1
"ENSG00000108848"	"ENSG00000108848"	1.0077182758687e-10	7.09248067414181e-08	3	1	0.399460764602915	1	1
"ENSG00000123395"	"ENSG00000123395"	1.31251111475562e-10	9.21868049362713e-08	4	1	0.22048945714055	1	1
"ENSG00000100129"	"ENSG00000100129"	1.51168650983321e-82	9.81139727481207e-08	6	1	0.336889333865689	1	1
