"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_UK_72hpi_child_Infected-Secretory_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000183172"	"ENSG00000183172"	4.29309169062967e-18	3.05860038828078e-16	3	1	-0.800504904148108	1	1
"ENSG00000042753"	"ENSG00000042753"	8.6458469032759e-15	4.09565545907947e-16	4	2	-0.282626562502529	1	1
"ENSG00000041357"	"ENSG00000041357"	8.95919650698853e-32	7.21018793511001e-16	4	1	-0.744946250668315	1	1
"ENSG00000078668"	"ENSG00000078668"	6.60760074614351e-24	2.34070007986464e-15	3	1	-0.36423306394161	1	1
"ENSG00000160180"	"ENSG00000160180"	3.12312825952345e-30	4.15202339075342e-15	3	1	0.429681321454347	1	1
"ENSG00000142192"	"ENSG00000142192"	7.26987480808057e-38	4.67982012206426e-15	7	1	0.401129816995316	1	1
"ENSG00000170876"	"ENSG00000170876"	2.14572301171235e-15	5.54522641829247e-15	3	1	-0.881565760224184	1	0.833333333333333
"ENSG00000185650"	"ENSG00000185650"	4.23293427461061e-27	5.73097817683123e-15	4	1	0.64532737834986	1	1
"ENSG00000070756"	"ENSG00000070756"	3.82632563740664e-93	3.49353868165339e-14	4	1	-0.529670336205579	1	1
"ENSG00000127022"	"ENSG00000127022"	1.53611243004234e-25	1.11948475926616e-13	5	1	-0.523059743900703	1	1
"ENSG00000260916"	"ENSG00000260916"	3.284862385434e-12	1.59664986016627e-13	3	2	0.603532445111877	1	1
"ENSG00000109861"	"ENSG00000109861"	7.48962031789434e-30	6.58363741804135e-13	3	1	-0.231224359114689	1	1
"ENSG00000124795"	"ENSG00000124795"	6.67493206332854e-15	1.34476078759583e-12	4	1	-0.696985266416976	1	1
"ENSG00000149084"	"ENSG00000149084"	4.08875404637683e-22	2.28631649374596e-12	4	1	0.580351325280747	1	1
"ENSG00000111912"	"ENSG00000111912"	2.99986689159131e-21	2.30269750244371e-12	4	1	0.267919817466823	1	1
"ENSG00000186395"	"ENSG00000186395"	1.10178828156393e-15	2.61181484866185e-12	4	1	0.456324469939531	1	1
"ENSG00000100129"	"ENSG00000100129"	1.08577598085384e-20	3.4606358109269e-12	5	2	-0.404122808733578	1	1
"ENSG00000155438"	"ENSG00000155438"	2.41563977951699e-15	3.53825609671732e-12	3	1	-0.58357739225148	1	1
"ENSG00000067082"	"ENSG00000067082"	2.34472279295775e-14	1.94295582118585e-11	4	1	-0.690208080545496	1	1
"ENSG00000169567"	"ENSG00000169567"	9.61173642431347e-39	3.0317857226176e-11	7	1	0.52709453731109	1	1
"ENSG00000120992"	"ENSG00000120992"	1.0815385874948e-41	3.24434321528031e-11	5	1	-0.479182663664715	1	1
"ENSG00000243955"	"ENSG00000243955"	7.29658593541144e-40	3.37760770658588e-11	3	1	-0.331667476157264	1	1
"ENSG00000164733"	"ENSG00000164733"	1.52749544103306e-41	3.64112867823196e-11	5	2	-0.537729434979299	1	1
"ENSG00000167900"	"ENSG00000167900"	2.79780952676018e-12	4.20849023224175e-11	4	1	0.732887618559341	1	1
"ENSG00000163634"	"ENSG00000163634"	9.40641029191932e-20	5.05944101590916e-11	4	1	-0.638583284095536	1	1
"ENSG00000109339"	"ENSG00000109339"	1.0864265748909e-09	5.29187375441238e-11	7	2	0.456734582617067	1	1
"ENSG00000168310"	"ENSG00000168310"	1.1233345478773e-09	9.58094503773324e-11	4	2	-0.481752241811436	1	1
"ENSG00000173272"	"ENSG00000173272"	7.38960489821928e-31	1.10566898612873e-10	3	1	-0.321883161062775	1	1
"ENSG00000067836"	"ENSG00000067836"	1.87434870037392e-21	1.24547554890603e-10	6	1	0.535257710821008	1	1
"ENSG00000093010"	"ENSG00000093010"	6.81138044194891e-45	2.19396671648438e-10	7	3	0.78840565149919	1	1
"ENSG00000101361"	"ENSG00000101361"	2.67102475417915e-09	2.40386045118718e-10	3	3	0.450692552996124	1	1
"ENSG00000135968"	"ENSG00000135968"	6.05451462418334e-16	3.25012799316652e-10	7	1	0.502399310930471	1	1
"ENSG00000154080"	"ENSG00000154080"	8.41686367624799e-09	3.43030382855529e-10	3	3	-0.515167501924729	1	1
"ENSG00000146072"	"ENSG00000146072"	3.86829131353657e-16	4.22196829924142e-10	3	1	0.630880521625035	1	1
"ENSG00000143633"	"ENSG00000143633"	3.98706736280625e-14	1.30119100949909e-09	3	1	-0.558269401753834	1	1
"ENSG00000070010"	"ENSG00000070010"	8.04527344753773e-09	1.49183333575052e-09	3	2	0.37350806797264	1	1
"ENSG00000136827"	"ENSG00000136827"	2.64602922952002e-09	1.68451417400514e-09	3	1	0.670617508136808	1	1
"ENSG00000101782"	"ENSG00000101782"	7.98463989710231e-24	1.84292476765029e-09	6	1	0.58695652173913	1	1
"ENSG00000146540"	"ENSG00000146540"	3.82874447957045e-23	2.37702740613648e-09	4	1	-0.425413937248742	1	1
"ENSG00000138744"	"ENSG00000138744"	9.15938730482615e-13	2.58507766349658e-09	4	1	-0.667923692536337	1	1
"ENSG00000120438"	"ENSG00000120438"	3.58243857763422e-22	2.7852617012151e-09	4	1	0.495094156447963	1	1
"ENSG00000130826"	"ENSG00000130826"	5.94028791269898e-12	3.64701185797718e-09	3	1	0.482750620246171	1	1
"ENSG00000198830"	"ENSG00000198830"	1.3379792709032e-47	4.36398012496774e-09	5	4	-0.839610051366785	1	1
"ENSG00000182541"	"ENSG00000182541"	7.51771176920669e-08	7.34112127853965e-09	6	2	0.622921440478627	1	1
"ENSG00000198176"	"ENSG00000198176"	2.40198020297763e-12	7.74522511425447e-09	5	1	0.610821060555567	1	1
"ENSG00000167920"	"ENSG00000167920"	3.78788513795551e-15	1.03257072039477e-08	5	2	0.547642276517382	1	1
"ENSG00000146963"	"ENSG00000146963"	1.37986653793801e-08	1.29066864487246e-08	8	2	-0.392208498036409	1	1
"ENSG00000272398"	"ENSG00000272398"	5.59747294492646e-17	2.48666641320588e-08	6	1	0.177442730589763	1	1
"ENSG00000205609"	"ENSG00000205609"	1.64010367887751e-15	4.51068018068354e-08	3	2	-0.871428355235905	1	1
"ENSG00000132470"	"ENSG00000132470"	3.08517769147124e-34	4.97827183967306e-08	7	1	-0.379215469236109	1	1
"ENSG00000171314"	"ENSG00000171314"	1.57499847158517e-49	5.3449308251933e-08	4	1	-0.210676786500615	1	1
"ENSG00000113712"	"ENSG00000113712"	1.54279726244184e-96	5.49732980451753e-08	11	1	0.4027256422242	1	1
"ENSG00000173039"	"ENSG00000173039"	1.37371204807318e-09	5.73495339784392e-08	4	1	0.678767170947321	1	1
"ENSG00000177989"	"ENSG00000177989"	1.56911116690779e-12	5.77163498020072e-08	9	1	0.297891501644424	1	1
"ENSG00000136261"	"ENSG00000136261"	1.22274155618897e-16	6.34701538404635e-08	5	1	-0.393311674093636	1	1
"ENSG00000143353"	"ENSG00000143353"	8.24040046173218e-24	7.94162049315214e-08	9	1	0.569993759275163	1	1
"ENSG00000258289"	"ENSG00000258289"	1.3551425676829e-07	8.87997171731658e-08	4	2	-0.453781574301593	1	1
"ENSG00000115963"	"ENSG00000115963"	1.51064077934643e-06	9.77752978005812e-08	4	1	-0.229996128538964	1	1
"ENSG00000231566"	"ENSG00000231566"	2.81590007443247e-09	9.97610534140347e-08	4	1	-0.728102474080079	1	0.833333333333333
"ENSG00000104131"	"ENSG00000104131"	4.22015908030331e-14	2.13095274339602e-07	4	1	0.589283006029119	1	1
"ENSG00000171206"	"ENSG00000171206"	1.04790364794641e-16	2.27241707890746e-07	3	2	-0.919999203053652	1	0.833333333333333
"ENSG00000124570"	"ENSG00000124570"	3.58644196478298e-05	3.89306201550733e-07	6	1	0.331588271576987	1	1
"ENSG00000177030"	"ENSG00000177030"	2.26393646194906e-11	4.36019229649048e-07	7	1	-0.543700975263221	1	1
"ENSG00000176454"	"ENSG00000176454"	5.1007609801899e-09	4.8051614226319e-07	3	1	0.483790157029088	1	1
"ENSG00000108641"	"ENSG00000108641"	6.59104637079532e-08	6.56588909692515e-07	6	1	0.62003032563474	1	1
"ENSG00000128951"	"ENSG00000128951"	5.57582440619482e-10	6.61494187489343e-07	5	2	0.344522014759784	1	1
"ENSG00000102054"	"ENSG00000102054"	1.96463231191955e-72	6.96997798909472e-07	5	1	-0.70897577278951	1	1
"ENSG00000139726"	"ENSG00000139726"	9.84663657839275e-07	7.98466018659166e-07	4	2	0.365618266445845	1	1
"ENSG00000055044"	"ENSG00000055044"	2.99879404465937e-16	8.10147709556914e-07	5	1	0.541101570915543	1	1
"ENSG00000203667"	"ENSG00000203667"	2.10554356619148e-08	8.59498527836143e-07	5	1	-0.613421297357001	1	1
"ENSG00000063854"	"ENSG00000063854"	1.16894064251262e-34	1.09032755909988e-06	4	1	-0.448275564914576	1	1
"ENSG00000041988"	"ENSG00000041988"	1.5194087479709e-07	1.33229039957063e-06	3	1	0.787414571689514	1	1
"ENSG00000084090"	"ENSG00000084090"	7.10042303964473e-09	1.35267656068012e-06	3	1	-0.593008323647011	1	1
"ENSG00000140403"	"ENSG00000140403"	1.31497539308855e-05	2.18357281974511e-06	4	2	0.542778134714787	1	0.833333333333333
"ENSG00000184983"	"ENSG00000184983"	3.06952080874143e-05	2.44936587656657e-06	3	2	-0.252039521632189	1	1
"ENSG00000213145"	"ENSG00000213145"	4.89532852960666e-06	2.70869344060084e-06	4	2	0.254425302861926	1	1
"ENSG00000263001"	"ENSG00000263001"	9.9280887655328e-12	3.0856923956809e-06	5	1	0.616666514475878	1	1
"ENSG00000121067"	"ENSG00000121067"	1.31535320403994e-26	3.43874190123302e-06	9	1	0.553469122426905	1	1
"ENSG00000160789"	"ENSG00000160789"	1.39966402354942e-18	4.02213182918825e-06	4	1	-0.236174953511921	1	1
"ENSG00000186591"	"ENSG00000186591"	1.64732333062155e-09	4.15846524760756e-06	3	1	0.665293887477961	1	1
"ENSG00000017797"	"ENSG00000017797"	8.06386923520324e-37	4.72489111964321e-06	4	1	-0.97618985230968	1	0.833333333333333
"ENSG00000072110"	"ENSG00000072110"	3.94206349052799e-24	4.7622573954126e-06	5	1	-0.521367738744046	1	1
"ENSG00000049449"	"ENSG00000049449"	1.19502276292577e-09	5.19757864461313e-06	3	1	-0.632100702514564	1	1
"ENSG00000123240"	"ENSG00000123240"	3.14981058403059e-57	7.3185821242629e-06	8	2	-0.561151079580079	1	1
"ENSG00000115457"	"ENSG00000115457"	1.51086354347624e-37	7.47851006542173e-06	8	1	0.231153950947203	1	1
"ENSG00000147400"	"ENSG00000147400"	5.8452561614825e-07	8.25378985365344e-06	3	1	-0.272926862917939	1	1
"ENSG00000140416"	"ENSG00000140416"	4.70101912881126e-29	8.26655641086649e-06	5	1	0.551722631496557	1	1
"ENSG00000204711"	"ENSG00000204711"	2.13866626046165e-05	8.30233834941986e-06	6	1	0.296914228501201	1	1
"ENSG00000143398"	"ENSG00000143398"	2.06578603081206e-14	8.47764494088727e-06	6	1	-0.50676707162741	1	1
"ENSG00000143294"	"ENSG00000143294"	2.65501095318736e-05	9.76751447407488e-06	3	2	-0.465800895491703	1	1
"ENSG00000095383"	"ENSG00000095383"	1.14737623366408e-05	1.02279469419171e-05	4	2	-0.589863278199502	1	1
"ENSG00000135387"	"ENSG00000135387"	5.95196554758615e-05	1.05512327496035e-05	3	2	0.412262677102811	1	1
"ENSG00000106615"	"ENSG00000106615"	1.73694861079579e-08	1.20488988157252e-05	3	1	-0.600978866881363	1	1
"ENSG00000203950"	"ENSG00000203950"	1.05121925733809e-17	1.34397744986868e-05	3	2	0.568861456941217	1	1
"ENSG00000119979"	"ENSG00000119979"	1.39233671460595e-05	1.55172662403382e-05	3	2	0.470178526178972	1	1
"ENSG00000175575"	"ENSG00000175575"	2.51136039666104e-05	1.55624427917806e-05	4	2	-0.493432391087737	1	1
"ENSG00000132424"	"ENSG00000132424"	7.45474136343894e-42	1.57521324335385e-05	12	1	0.500399009901677	1	1
"ENSG00000152642"	"ENSG00000152642"	2.67973347748271e-06	1.67773969703859e-05	3	1	0.710825617215275	1	0.833333333333333
"ENSG00000075975"	"ENSG00000075975"	3.93687394535249e-05	1.72211193455951e-05	3	2	0.514251008804375	1	1
"ENSG00000180104"	"ENSG00000180104"	3.63394575202606e-12	2.10005984547728e-05	5	1	-0.784952774491742	1	0.666666666666667
"ENSG00000213246"	"ENSG00000213246"	3.74920433469094e-07	2.38191743266122e-05	5	1	0.277066088721245	1	1
"ENSG00000099956"	"ENSG00000099956"	5.55478216243967e-06	2.55774235974457e-05	4	1	-0.601958169959661	1	1
"ENSG00000185551"	"ENSG00000185551"	2.2400461387022e-14	2.78565317005037e-05	8	1	0.512820408688082	1	0.833333333333333
"ENSG00000122877"	"ENSG00000122877"	0.000121611729082172	2.85036267401465e-05	4	1	-0.850445308917412	1	0.666666666666667
"ENSG00000090060"	"ENSG00000090060"	2.45222932945812e-13	2.87863276301449e-05	4	1	0.345864601040242	1	1
"ENSG00000183576"	"ENSG00000183576"	1.76277919312103e-05	3.10635934682468e-05	3	2	-0.540617234969799	1	1
"ENSG00000167460"	"ENSG00000167460"	8.53563818633177e-12	3.45837742308195e-05	6	1	-0.235644642190684	1	1
"ENSG00000057935"	"ENSG00000057935"	1.87979797333849e-08	3.78262421493951e-05	3	1	-0.584612403054722	1	1
"ENSG00000172590"	"ENSG00000172590"	0.000112194540438177	4.0951028144069e-05	6	1	-0.351281295839744	1	1
"ENSG00000131089"	"ENSG00000131089"	8.94545790695381e-08	4.26349582684493e-05	3	1	0.77198210925445	1	0.833333333333333
"ENSG00000167757"	"ENSG00000167757"	3.98709213724175e-05	4.35208480913525e-05	4	1	0.205316407203405	1	1
"ENSG00000023572"	"ENSG00000023572"	1.13314667509869e-06	4.79389095339766e-05	3	1	-0.433464290170079	1	1
"ENSG00000107372"	"ENSG00000107372"	4.43982117759035e-14	5.17897102737024e-05	5	1	0.404650329488033	1	1
"ENSG00000243989"	"ENSG00000243989"	9.66230951574231e-08	5.66024919003596e-05	5	1	0.566666586830169	1	1
"ENSG00000172058"	"ENSG00000172058"	0.000403547553859717	5.74961414767624e-05	3	2	0.481839145511262	1	1
"ENSG00000141562"	"ENSG00000141562"	2.30493821195033e-13	5.76371580177427e-05	8	1	-0.68591565141141	1	0.833333333333333
"ENSG00000137274"	"ENSG00000137274"	6.01265550921311e-10	5.7755331910888e-05	8	1	0.671323175149955	1	0.833333333333333
"ENSG00000163565"	"ENSG00000163565"	2.51643779388969e-27	7.00182347599569e-05	12	1	0.206539756255208	1	1
"ENSG00000074696"	"ENSG00000074696"	1.31816647732994e-07	7.09982122474744e-05	3	1	0.443921079719515	1	1
"ENSG00000051620"	"ENSG00000051620"	0.000623227249567801	7.51734160360542e-05	3	1	-0.163587284077779	1	1
"ENSG00000112096"	"ENSG00000112096"	1.07493033199411e-17	8.02938982996864e-05	6	1	0.374563777004616	1	1
"ENSG00000198736"	"ENSG00000198736"	5.08536017672564e-09	8.56311931611121e-05	3	1	-0.499346298757332	1	1
"ENSG00000171867"	"ENSG00000171867"	2.15309016046813e-12	8.76431968177112e-05	3	1	-0.514517683205535	1	1
"ENSG00000138777"	"ENSG00000138777"	4.90349218414815e-13	9.3670969904125e-05	7	1	0.457388392183993	1	1
"ENSG00000068912"	"ENSG00000068912"	9.5054572051591e-05	0.000101776237046119	4	1	0.526162381704151	1	1
"ENSG00000116212"	"ENSG00000116212"	3.72914705240671e-07	0.000103311134646043	7	1	0.325758457339143	1	1
"ENSG00000174628"	"ENSG00000174628"	2.36551522891499e-07	0.000104747602758225	9	1	0.477933843651359	1	1
"ENSG00000196576"	"ENSG00000196576"	1.35159382168941e-21	0.000125687402687206	8	1	0.555086030797509	1	1
"ENSG00000121579"	"ENSG00000121579"	1.75975733924342e-08	0.000146332501362715	3	1	-0.509457950943987	1	1
"ENSG00000132463"	"ENSG00000132463"	1.49099377560089e-06	0.000153440475844212	7	2	-0.512421634789564	1	1
"ENSG00000171490"	"ENSG00000171490"	1.18751890280152e-09	0.000156450898565751	3	1	0.729415231149756	1	1
"ENSG00000107581"	"ENSG00000107581"	2.18901950608832e-10	0.000166118594512054	6	1	0.465192107710088	1	1
"ENSG00000006118"	"ENSG00000006118"	2.06208132865022e-07	0.000166371170271793	3	1	-0.305882211516296	1	1
"ENSG00000129625"	"ENSG00000129625"	2.6031812212049e-25	0.000168851381053914	3	1	-0.293792435095062	1	1
"ENSG00000242372"	"ENSG00000242372"	0.000948293320094511	0.000184881539455228	3	2	0.203837744011463	1	1
