"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Suprabasal_UK_72hpi_child_Infected-Suprabasal_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000132341"	"ENSG00000132341"	5.34701300489825e-39	0	2	2	0.238172782230263	1	1
"ENSG00000184924"	"ENSG00000184924"	2.5869285423443e-06	0	2	2	-0.212379290577362	1	1
"ENSG00000173113"	"ENSG00000173113"	2.11964973435865e-11	0	2	2	-0.211237379635942	1	1
"ENSG00000086504"	"ENSG00000086504"	0.0270708597158199	0	2	2	-0.206443025591026	1	1
"ENSG00000160201"	"ENSG00000160201"	0.00434418435694427	0	2	2	-0.190810458839537	1	1
"ENSG00000198668"	"ENSG00000198668"	0.000282787944473164	0	2	2	-0.177116988703959	1	1
"ENSG00000171421"	"ENSG00000171421"	0.0201308349010615	0	2	2	-0.166410977534908	1	1
"ENSG00000248098"	"ENSG00000248098"	0.0305989139694226	0	2	2	0.160352892897082	1	1
"ENSG00000127337"	"ENSG00000127337"	0.042063818486754	0	2	2	-0.158317439369618	1	1
"ENSG00000146701"	"ENSG00000146701"	0.000193687015949256	0	2	2	0.154706619015332	1	1
"ENSG00000117984"	"ENSG00000117984"	9.07756235310542e-10	0	2	2	0.150574192802745	1	1
"ENSG00000176101"	"ENSG00000176101"	0.0164724161573403	0	2	2	0.135154409556597	1	1
"ENSG00000198848"	"ENSG00000198848"	0.0413754910971787	0	2	2	-0.134997432046513	1	1
"ENSG00000155957"	"ENSG00000155957"	0.000191329275133777	0	2	2	-0.123122577411977	1	1
"ENSG00000063046"	"ENSG00000063046"	0.00237065706943385	0	2	2	-0.121716354955392	1	1
"ENSG00000173992"	"ENSG00000173992"	0.00235042487827442	0	2	2	-0.120454513465086	1	1
"ENSG00000174564"	"ENSG00000174564"	0.0422818222186372	0	2	2	0.109400003148824	1	1
"ENSG00000144713"	"ENSG00000144713"	1.63973873747149e-59	0	2	2	0.0969802665661813	1	1
"ENSG00000125835"	"ENSG00000125835"	0.0456311519135319	0	2	2	0.0951820828843827	1	1
"ENSG00000111678"	"ENSG00000111678"	0.00288959558914424	0	2	2	0.0944569280675511	1	1
"ENSG00000177156"	"ENSG00000177156"	0.0018852943498176	0	2	2	0.089174800013297	1	1
"ENSG00000071462"	"ENSG00000071462"	0.00912517468528307	0	2	2	0.0870086644205282	1	1
"ENSG00000175567"	"ENSG00000175567"	0.0271509516407821	0	2	2	0.0838812245656918	1	1
"ENSG00000204264"	"ENSG00000204264"	0.00122063873862632	0	2	2	-0.0722619179912989	1	1
"ENSG00000197448"	"ENSG00000197448"	0.00459029166116096	0	2	2	0.07005901826185	1	1
"ENSG00000206075"	"ENSG00000206075"	0.000380557451413165	0	2	2	-0.069924689540133	1	1
"ENSG00000167644"	"ENSG00000167644"	0.00456886897499821	0	2	2	-0.0689471199317451	1	1
"ENSG00000137210"	"ENSG00000137210"	0.0218788549163463	0	2	2	-0.0663028847852614	1	1
"ENSG00000140319"	"ENSG00000140319"	0.00383192489765748	0	2	2	0.0596159385939302	1	1
"ENSG00000165272"	"ENSG00000165272"	1.46132667962506e-12	0	2	2	0.0576078411975804	1	1
"ENSG00000118181"	"ENSG00000118181"	0.00357310758556471	0	2	2	-0.0538338764337861	1	1
"ENSG00000241685"	"ENSG00000241685"	0.00650085807537421	0	2	2	-0.0465753594358693	1	1
"ENSG00000089157"	"ENSG00000089157"	1.80069075643322e-05	0	2	2	-0.0419718420939013	1	1
"ENSG00000186081"	"ENSG00000186081"	0.000109101950712167	0	2	2	0.0414619077736978	1	1
"ENSG00000184009"	"ENSG00000184009"	4.57365214132904e-08	0	2	2	-0.041313631273768	1	1
"ENSG00000241343"	"ENSG00000241343"	0.0141394682866166	0	2	2	-0.0314046325690787	1	1
"ENSG00000111640"	"ENSG00000111640"	0.00513722401380812	0	2	2	0.0272491911266998	1	1
"ENSG00000188846"	"ENSG00000188846"	0.00387141037002419	0	2	2	-0.0216428960131758	1	1
"ENSG00000131981"	"ENSG00000131981"	0.00425980449686113	0	2	2	-0.0211101314161505	1	1
"ENSG00000265681"	"ENSG00000265681"	0.00413862367813039	0	2	2	0.0178656020678579	1	1
"ENSG00000108298"	"ENSG00000108298"	0.033260370005494	0	2	2	-0.0142871512259845	1	1
"ENSG00000196754"	"ENSG00000196754"	4.40125749726825e-271	5.1958184584935e-226	4	1	0.80501719311701	1	1
"ENSG00000167996"	"ENSG00000167996"	2.51313093769919e-198	3.59090026608925e-201	4	2	0.379164281370065	1	1
"ENSG00000089356"	"ENSG00000089356"	2.894686445331e-129	5.4901022807104e-123	3	2	-0.509855891844758	1	1
"ENSG00000122026"	"ENSG00000122026"	4.0927361296455e-241	3.70487456094364e-108	3	1	0.361814597171272	1	1
"ENSG00000241468"	"ENSG00000241468"	1.96154994360669e-136	6.80628595095501e-80	3	1	0.520720769322954	1	1
"ENSG00000143977"	"ENSG00000143977"	2.81525175751024e-99	3.27095781499671e-76	4	1	0.739917879846586	1	1
"ENSG00000204387"	"ENSG00000204387"	1.71669044563182e-102	1.27980957153929e-68	3	1	-0.767336660930835	1	1
"ENSG00000173812"	"ENSG00000173812"	1.3522712709771e-67	5.55809237226219e-64	3	1	-0.309910981369836	1	1
"ENSG00000149273"	"ENSG00000149273"	4.40125749726825e-271	3.51270525150814e-61	6	1	-0.988851691396045	1	1
"ENSG00000114942"	"ENSG00000114942"	2.40301914156659e-125	2.51887943167425e-58	3	1	-0.201983159013332	1	1
"ENSG00000165637"	"ENSG00000165637"	1.66080457806093e-97	7.57286659125832e-56	3	1	-0.505192065583354	1	1
"ENSG00000168003"	"ENSG00000168003"	7.70661844190335e-66	4.69104161388991e-46	4	1	0.602203192469418	1	1
"ENSG00000165949"	"ENSG00000165949"	4.88038651028842e-46	3.98539327395962e-44	3	2	-0.241609470246663	1	1
"ENSG00000174748"	"ENSG00000174748"	4.40125749726825e-271	2.94432124843974e-43	5	1	-0.83266027691619	1	1
"ENSG00000157601"	"ENSG00000157601"	3.11579026261642e-107	4.09101516118962e-40	7	1	0.493147699451045	1	1
"ENSG00000067225"	"ENSG00000067225"	3.36811575379242e-103	4.78255711658068e-39	4	1	0.371758556027071	1	1
"ENSG00000143198"	"ENSG00000143198"	1.05210443092938e-88	9.4644555291816e-37	4	1	-0.410241206605928	1	1
"ENSG00000197728"	"ENSG00000197728"	6.66553938788875e-33	1.92742735243011e-35	3	3	-0.87772853912074	1	1
"ENSG00000189403"	"ENSG00000189403"	2.12803399916435e-154	2.16736454296845e-35	6	1	0.453967811475684	1	1
"ENSG00000129235"	"ENSG00000129235"	2.29868572763918e-54	7.07545054027088e-34	3	1	-0.786412076150944	1	1
"ENSG00000120256"	"ENSG00000120256"	1.80790482520499e-38	2.9291795413529e-33	3	1	-0.781462399749624	1	1
"ENSG00000185567"	"ENSG00000185567"	6.91651294346152e-42	9.23627918165365e-30	4	1	-0.885410930317427	1	1
"ENSG00000101608"	"ENSG00000101608"	2.67237120470268e-94	1.75835726696866e-26	6	2	-0.626846659849024	1	1
"ENSG00000150753"	"ENSG00000150753"	9.84812345900934e-44	4.94889850166921e-26	3	1	0.516724069360571	1	1
"ENSG00000159377"	"ENSG00000159377"	2.32343669686281e-49	1.07902523609662e-25	3	1	0.453515814853716	1	1
"ENSG00000185825"	"ENSG00000185825"	4.87264526529225e-43	1.62393648394198e-24	3	1	-0.48292111564328	1	1
"ENSG00000163931"	"ENSG00000163931"	5.38398851076996e-31	2.76861656685091e-23	3	2	-0.319288255852284	1	1
"ENSG00000158373"	"ENSG00000158373"	4.40057912882162e-48	4.16263090594888e-23	4	1	0.924788461109142	1	1
"ENSG00000110958"	"ENSG00000110958"	5.77590566471413e-36	1.70497338499544e-22	3	1	-0.405899580782061	1	1
"ENSG00000122644"	"ENSG00000122644"	2.01152171064748e-22	4.9241337898419e-22	5	2	-0.485169324765329	1	1
"ENSG00000160180"	"ENSG00000160180"	4.70603807114823e-52	5.27073170754244e-20	3	1	0.466403799987167	1	1
"ENSG00000041357"	"ENSG00000041357"	2.08413563370401e-39	6.37501675291654e-20	5	2	-0.706280023886435	1	1
"ENSG00000142192"	"ENSG00000142192"	1.36704122672764e-31	1.67446478374348e-19	8	1	-0.398277372441319	1	1
"ENSG00000260916"	"ENSG00000260916"	7.32166088498572e-21	2.37012511839305e-19	3	2	-0.651185754777961	1	1
"ENSG00000144381"	"ENSG00000144381"	3.25682687343336e-28	2.43294067460546e-18	3	1	-0.437497805330638	1	1
"ENSG00000140416"	"ENSG00000140416"	2.11531134741855e-30	3.97755544578034e-18	5	1	-0.610463013516445	1	1
"ENSG00000243955"	"ENSG00000243955"	4.12981895365056e-52	4.95718155172405e-18	3	1	-0.377408564157692	1	1
"ENSG00000150779"	"ENSG00000150779"	1.6358878587788e-15	1.17876245608781e-17	4	2	-0.530291609885374	1	1
"ENSG00000111639"	"ENSG00000111639"	1.18759250936353e-234	3.20795354558866e-17	4	1	0.88566528445404	1	1
"ENSG00000230937"	"ENSG00000230937"	1.00529345065252e-49	3.31602524357832e-17	9	1	-0.233396565735686	1	1
"ENSG00000148908"	"ENSG00000148908"	2.21937481664824e-16	3.82558464684897e-17	3	1	0.607729032395409	1	1
"ENSG00000113648"	"ENSG00000113648"	1.03983174671541e-20	6.24033396074017e-16	7	1	0.228458706235438	1	1
"ENSG00000186395"	"ENSG00000186395"	4.00601478463656e-19	2.75066862916013e-15	4	1	0.411443727741079	1	1
"ENSG00000100129"	"ENSG00000100129"	2.00234182540866e-21	2.79285750280865e-15	6	2	-0.373655493593328	1	1
"ENSG00000070756"	"ENSG00000070756"	1.15009238627503e-67	9.08586563082116e-15	4	1	-0.554832269634955	1	1
"ENSG00000079462"	"ENSG00000079462"	6.00473538906338e-33	2.08017431887249e-14	5	1	-0.590665933873441	1	1
"ENSG00000198830"	"ENSG00000198830"	2.06102881005252e-53	2.62608630463847e-14	6	3	-0.820332927445775	1	1
"ENSG00000164733"	"ENSG00000164733"	8.6950708105264e-47	4.83143302035735e-14	5	1	-0.523185588018767	1	1
"ENSG00000115963"	"ENSG00000115963"	7.40588216780378e-14	7.39896211728361e-14	5	2	-0.333469464819188	1	1
"ENSG00000167136"	"ENSG00000167136"	4.91347348696069e-20	9.22615340927238e-14	3	1	0.456567351353698	1	1
"ENSG00000108244"	"ENSG00000108244"	4.39571224144449e-16	7.34262674227034e-13	4	2	-0.281766043632946	1	1
"ENSG00000109861"	"ENSG00000109861"	1.91147037951181e-26	7.65262314338881e-13	3	1	0.232838124594284	1	1
"ENSG00000089693"	"ENSG00000089693"	1.62954094086008e-16	1.73422045882588e-12	4	1	-0.892309432715561	1	1
"ENSG00000170876"	"ENSG00000170876"	5.12463809677687e-12	1.87618752667586e-12	3	2	-0.881005010016535	1	0.833333333333333
"ENSG00000163634"	"ENSG00000163634"	2.06877932321892e-18	3.93154602270437e-12	3	1	-0.682208577060601	1	1
"ENSG00000042753"	"ENSG00000042753"	3.89655841688189e-12	4.8181874042008e-12	5	1	-0.246052087539711	1	1
"ENSG00000137274"	"ENSG00000137274"	9.5905902682888e-11	7.88589623304580e-12	5	1	-0.86815359981193	1	0.833333333333333
"ENSG00000231566"	"ENSG00000231566"	6.64968355510133e-12	9.2421208676445e-12	4	1	-0.769284234184584	1	1
"ENSG00000067082"	"ENSG00000067082"	4.92215170691226e-14	1.57852415211758e-11	4	1	-0.685324197254497	1	1
"ENSG00000258289"	"ENSG00000258289"	9.43715625347938e-12	1.98614267905226e-11	4	2	-0.545866976678093	1	1
"ENSG00000130826"	"ENSG00000130826"	7.39135422277118e-16	2.08558576603817e-11	3	1	0.519805644459372	1	1
"ENSG00000104687"	"ENSG00000104687"	7.47530607455514e-14	2.51631069358954e-11	4	1	0.746337530716935	1	0.833333333333333
"ENSG00000185650"	"ENSG00000185650"	1.81501081672067e-33	2.66114091688234e-11	5	1	0.638131755097633	1	1
"ENSG00000169567"	"ENSG00000169567"	1.52221330644258e-22	2.67707083074661e-11	7	1	0.559727266268735	1	1
"ENSG00000127022"	"ENSG00000127022"	6.97227404062052e-26	4.32083728269999e-11	5	2	0.462342718315461	1	1
"ENSG00000197446"	"ENSG00000197446"	5.61236338075987e-22	1.16381135014067e-10	10	1	-0.202591956491303	1	1
"ENSG00000113712"	"ENSG00000113712"	9.31486424809142e-86	4.06304336724433e-10	12	1	0.330290834182334	1	1
"ENSG00000141741"	"ENSG00000141741"	2.02982397443635e-09	5.53938725012609e-10	3	2	0.223647682538039	1	1
"ENSG00000146072"	"ENSG00000146072"	1.19413393013795e-16	7.55491243780209e-10	3	1	0.741538882451057	1	1
"ENSG00000124795"	"ENSG00000124795"	2.32884793484096e-13	1.35567834978002e-09	4	1	-0.575528134045093	1	1
"ENSG00000171206"	"ENSG00000171206"	1.42989530723893e-16	1.77636699681164e-09	3	2	-0.930953724819825	1	0.833333333333333
"ENSG00000150093"	"ENSG00000150093"	8.27783078582902e-39	1.81637621414114e-09	5	1	0.554216501317216	1	1
"ENSG00000129625"	"ENSG00000129625"	1.63155513820605e-25	1.95510356990152e-09	3	1	0.269027484377155	1	1
"ENSG00000135387"	"ENSG00000135387"	4.14249310122058e-09	2.12067684180924e-09	3	2	0.66935797933634	1	0.833333333333333
"ENSG00000168439"	"ENSG00000168439"	2.35972617297969e-08	9.10869238852848e-09	4	1	-0.294934079571509	1	1
"ENSG00000166803"	"ENSG00000166803"	1.02906272930666e-11	1.4940940790888e-08	5	1	0.639625473000765	1	0.833333333333333
"ENSG00000178104"	"ENSG00000178104"	1.48680146019543e-08	2.74889259728894e-08	3	1	0.806897201527431	1	0.833333333333333
"ENSG00000093010"	"ENSG00000093010"	4.04553031121258e-32	3.02150221385068e-08	5	2	0.812461816372628	1	1
"ENSG00000166479"	"ENSG00000166479"	1.47618574866826e-08	3.06155229026971e-08	4	1	-0.657094283412999	1	1
"ENSG00000055044"	"ENSG00000055044"	7.63960294134353e-15	3.2712209812088e-08	4	1	0.68858970482153	1	1
"ENSG00000173848"	"ENSG00000173848"	1.3902704704108e-17	3.68800112168201e-08	3	2	0.679019813101576	1	1
"ENSG00000171314"	"ENSG00000171314"	5.39128646642122e-46	3.88294031047842e-08	4	1	-0.216087907521307	1	1
"ENSG00000133328"	"ENSG00000133328"	1.41542798512709e-14	6.21233418400634e-08	3	1	-0.245444727059323	1	1
"ENSG00000149084"	"ENSG00000149084"	5.42645534587651e-17	6.35260280710247e-08	4	1	0.560167522141241	1	1
"ENSG00000143633"	"ENSG00000143633"	2.7983814768409e-10	7.14397846952393e-08	3	1	-0.557034728116036	1	1
"ENSG00000141562"	"ENSG00000141562"	1.77877822868222e-17	7.34110794383572e-08	7	1	-0.725490185811397	1	1
"ENSG00000079974"	"ENSG00000079974"	7.06020502314279e-23	8.75608854397427e-08	8	2	-0.463978932595315	1	1
"ENSG00000138069"	"ENSG00000138069"	1.03960087590387e-06	9.41028361464418e-08	4	2	-0.265116368026744	1	1
"ENSG00000155438"	"ENSG00000155438"	3.0374249710797e-12	9.44413689928566e-08	4	1	-0.495191384301947	1	1
"ENSG00000136261"	"ENSG00000136261"	5.86828108161385e-23	1.05028775383648e-07	6	1	0.417141507110812	1	1
"ENSG00000089127"	"ENSG00000089127"	7.45277686246953e-10	1.06266937792462e-07	5	2	-0.29521280174446	1	1
"ENSG00000168310"	"ENSG00000168310"	1.17685738501461e-07	1.18286130366418e-07	4	2	-0.400949366098472	1	1
"ENSG00000171490"	"ENSG00000171490"	5.54530422050331e-11	1.22304492303659e-07	3	1	0.749748499419664	1	1
"ENSG00000138495"	"ENSG00000138495"	1.21763815393827e-11	1.33408845090228e-07	3	1	0.191788188846636	1	1
"ENSG00000183172"	"ENSG00000183172"	2.7211365523615e-12	1.81997032549218e-07	5	1	-0.728353785291643	1	1
"ENSG00000092820"	"ENSG00000092820"	6.00015046960395e-13	1.87790221437742e-07	3	2	0.679735634997095	1	1
"ENSG00000049449"	"ENSG00000049449"	3.47248158603514e-11	2.44972605987706e-07	3	1	-0.689372654174619	1	1
"ENSG00000173171"	"ENSG00000173171"	4.08450976755592e-08	2.56176201785189e-07	5	1	0.548483792653915	1	1
"ENSG00000172037"	"ENSG00000172037"	4.87957572358369e-23	3.59078331533837e-07	5	1	0.665937252367269	1	1
"ENSG00000176261"	"ENSG00000176261"	6.22569947093518e-12	4.85085742719974e-07	10	1	-0.491458988844719	1	1
"ENSG00000154080"	"ENSG00000154080"	7.46648287113081e-06	5.57390702268426e-07	3	2	-0.374530997514692	1	1
"ENSG00000070010"	"ENSG00000070010"	2.46175114632014e-06	5.58825635421231e-07	4	2	-0.358839673359794	1	1
"ENSG00000139726"	"ENSG00000139726"	2.03170094260003e-07	5.61411776141207e-07	3	1	0.468166948475347	1	1
"ENSG00000163584"	"ENSG00000163584"	1.18919130129635e-67	5.82303811285119e-07	4	1	0.329428230141884	1	1
"ENSG00000101782"	"ENSG00000101782"	2.60363198167243e-23	6.56382422754836e-07	5	1	0.629424154786207	1	0.833333333333333
"ENSG00000101361"	"ENSG00000101361"	9.41051796194476e-06	6.59341545108963e-07	3	2	0.3623412396943	1	1
"ENSG00000143353"	"ENSG00000143353"	2.81987656121281e-25	9.14127161623265e-07	8	1	0.664103826916392	1	1
"ENSG00000084090"	"ENSG00000084090"	1.54949781009455e-11	1.21136622029729e-06	3	1	-0.669827762577673	1	0.833333333333333
"ENSG00000120306"	"ENSG00000120306"	2.43006467610316e-06	2.18849042133931e-06	3	1	-0.177253546035164	1	1
"ENSG00000107372"	"ENSG00000107372"	5.53210437008946e-08	3.38986043496325e-06	4	1	-0.375706765628436	1	1
"ENSG00000177989"	"ENSG00000177989"	1.32560700802725e-08	3.93657392704007e-06	8	2	0.252571317469059	1	1
"ENSG00000175756"	"ENSG00000175756"	1.0050552713017e-07	4.16526904650531e-06	4	1	-0.177478188845734	1	1
"ENSG00000063854"	"ENSG00000063854"	9.78874752327041e-33	5.1342567814073e-06	4	1	-0.511410072875893	1	1
"ENSG00000154380"	"ENSG00000154380"	2.02524366678776e-05	5.13534998835441e-06	4	2	0.593040398982816	1	1
"ENSG00000100219"	"ENSG00000100219"	2.96171707749947e-12	6.61288859102017e-06	4	1	-0.184600513634951	1	1
"ENSG00000166145"	"ENSG00000166145"	7.97114744933848e-24	7.22892638470618e-06	8	1	-0.350746268656716	1	1
"ENSG00000136770"	"ENSG00000136770"	1.39280134429239e-09	7.49396364161081e-06	4	1	-0.576580191626089	1	1
"ENSG00000137500"	"ENSG00000137500"	5.56548629528016e-25	7.52590636325629e-06	8	1	0.573932271776718	1	1
"ENSG00000177082"	"ENSG00000177082"	3.20267386098562e-13	9.1243052257725e-06	5	1	0.669410775764803	1	1
"ENSG00000108641"	"ENSG00000108641"	2.45653831020367e-10	9.14110115411067e-06	7	1	-0.458174643258365	1	1
"ENSG00000177731"	"ENSG00000177731"	3.62924402561749e-05	9.26523891420032e-06	5	1	-0.476515183835679	1	1
"ENSG00000179262"	"ENSG00000179262"	3.52417210217591e-08	9.33147590422254e-06	3	1	0.190238733130614	1	1
"ENSG00000067064"	"ENSG00000067064"	3.62882045782021e-08	9.37516363022729e-06	5	1	-0.396973379444112	1	1
"ENSG00000105835"	"ENSG00000105835"	7.66104538843299e-05	9.38723881260753e-06	3	2	-0.35426330757725	1	1
"ENSG00000140403"	"ENSG00000140403"	0.00012081567686639	1.04380495859166e-05	5	2	0.450953976829731	1	1
"ENSG00000104660"	"ENSG00000104660"	5.97250011986621e-09	1.17932625590027e-05	3	1	0.826320672698985	1	1
"ENSG00000169228"	"ENSG00000169228"	1.18859667279231e-19	1.28059976455025e-05	6	2	-0.593721699150649	1	1
"ENSG00000184983"	"ENSG00000184983"	5.56346714238868e-05	1.49834665941573e-05	3	2	0.265657099065464	1	1
"ENSG00000126602"	"ENSG00000126602"	0.000152125439736524	1.55937513966313e-05	3	2	0.284008509822711	1	1
"ENSG00000162852"	"ENSG00000162852"	6.72867059538458e-07	1.69934939957499e-05	3	1	0.889968781673991	1	0.666666666666667
"ENSG00000163235"	"ENSG00000163235"	3.19657777638833e-07	1.89478135498995e-05	3	1	-0.893410404083535	1	0.833333333333333
"ENSG00000134825"	"ENSG00000134825"	3.46275749116797e-09	2.02564998796625e-05	4	1	-0.925176223355456	1	1
"ENSG00000116353"	"ENSG00000116353"	3.19102379678264e-09	2.11274885091263e-05	6	1	-0.45029908432341	1	1
"ENSG00000205609"	"ENSG00000205609"	1.41176420220008e-09	2.29143945968678e-05	3	2	-0.88279847383391	1	1
"ENSG00000125844"	"ENSG00000125844"	6.72867059538458e-07	2.39962623312267e-05	6	1	-0.583333853780437	1	1
"ENSG00000159202"	"ENSG00000159202"	2.6485309001698e-10	2.75615893122593e-05	4	1	0.585441347062716	1	1
"ENSG00000175354"	"ENSG00000175354"	8.96186025031391e-14	2.79779380502545e-05	6	1	0.359942992232748	1	1
"ENSG00000188243"	"ENSG00000188243"	1.30349417762042e-06	3.0807503203158e-05	5	1	-0.604681606178425	1	1
"ENSG00000105281"	"ENSG00000105281"	8.29296703396934e-10	3.17070940455642e-05	5	1	-0.283332864579206	1	1
"ENSG00000144566"	"ENSG00000144566"	6.18839618874502e-07	3.17865545006642e-05	5	1	-0.370425618305962	1	1
"ENSG00000180104"	"ENSG00000180104"	5.80757189195543e-14	3.2593981449758e-05	6	1	-0.778837820576113	1	0.666666666666667
"ENSG00000120992"	"ENSG00000120992"	1.57137354137138e-27	3.61872883463099e-05	4	1	-0.46093350579166	1	1
"ENSG00000122970"	"ENSG00000122970"	4.22754885485679e-05	3.90582069616768e-05	3	1	-0.764234007008696	1	1
"ENSG00000167165"	"ENSG00000167165"	9.10621282806532e-06	4.84220928148877e-05	3	1	0.711312972506929	1	1
"ENSG00000146457"	"ENSG00000146457"	1.87915941834509e-05	5.38429720062618e-05	8	1	-0.312615888401346	1	1
"ENSG00000172785"	"ENSG00000172785"	1.65423892969456e-16	5.41352386667227e-05	8	1	0.408093106960711	1	1
"ENSG00000057935"	"ENSG00000057935"	3.9401452528374e-07	5.66551426895493e-05	4	1	0.52888094124637	1	1
"ENSG00000213145"	"ENSG00000213145"	0.000316125227463245	6.71262425369398e-05	4	2	0.195564228476216	1	1
"ENSG00000070526"	"ENSG00000070526"	4.85704726298239e-29	6.98392492332445e-05	6	1	-0.248756012577539	1	1
"ENSG00000109339"	"ENSG00000109339"	1.24257830482753e-05	7.01920055691665e-05	5	1	-0.311432653681325	1	1
"ENSG00000112110"	"ENSG00000112110"	1.73849908420516e-17	7.53187011962937e-05	3	1	-0.26259605216907	1	1
"ENSG00000143502"	"ENSG00000143502"	6.94406398859609e-06	7.95060112653764e-05	5	1	-0.499785046779377	1	1
"ENSG00000213246"	"ENSG00000213246"	2.86787301706252e-10	9.00829539284004e-05	4	1	-0.271142516226107	1	1
"ENSG00000146540"	"ENSG00000146540"	1.5106417955665e-12	9.25363106707073e-05	4	1	-0.400845357443789	1	1
"ENSG00000172831"	"ENSG00000172831"	3.02840475571901e-11	0.000102568940730171	4	1	-0.651566459082886	1	1
"ENSG00000114850"	"ENSG00000114850"	8.55131884534419e-06	0.000116092589208038	4	1	0.863411874359355	1	0.666666666666667
"ENSG00000140105"	"ENSG00000140105"	9.7245964841351e-16	0.000121150319360724	8	1	-0.66676907459058	1	1
"ENSG00000134339"	"ENSG00000134339"	0.000932221876226537	0.000130670692275869	3	1	-0.115638230795	1	1
"ENSG00000244038"	"ENSG00000244038"	0.00102404061227199	0.000131171413307995	3	2	0.184252800439676	1	1
