"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_UK_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000116251"	"ENSG00000116251"	0.0163459391722812	0	2	2	0.0413502334563268	1	1
"ENSG00000065978"	"ENSG00000065978"	5.25438604304896e-08	0	2	2	-0.0407860864766412	1	1
"ENSG00000149932"	"ENSG00000149932"	0.0164256046270517	0	2	2	0.0367321376641028	1	1
"ENSG00000100300"	"ENSG00000100300"	7.65517925168568e-06	0	2	2	-0.0366653424046309	1	1
"ENSG00000161798"	"ENSG00000161798"	0.00100473247004385	0	2	2	-0.0285790653362638	1	1
"ENSG00000188846"	"ENSG00000188846"	0.0231106199525477	0	2	2	0.0221243440132731	1	1
"ENSG00000265681"	"ENSG00000265681"	0.000988493976655392	0	2	2	0.0220766259773612	1	1
"ENSG00000110700"	"ENSG00000110700"	0.00090726172972145	0	2	2	0.0220020631144821	1	1
"ENSG00000111640"	"ENSG00000111640"	0.0172537794283653	0	2	2	-0.0218380319034182	1	1
"ENSG00000115268"	"ENSG00000115268"	0.000301639594748699	0	2	2	-0.0189209734405172	1	1
"ENSG00000170889"	"ENSG00000170889"	0.0263384988451727	0	2	2	0.015338733012161	1	1
"ENSG00000133112"	"ENSG00000133112"	0.00773117410350066	0	2	2	-0.011988847428431	1	1
"ENSG00000164919"	"ENSG00000164919"	0	4.07847880350539e-210	4	2	0.86996337580878	1	1
"ENSG00000147403"	"ENSG00000147403"	0	8.15695760701077e-210	6	1	0.930989296968539	1	1
"ENSG00000196754"	"ENSG00000196754"	0	6.11771820525808e-209	5	1	0.801390300822769	1	1
"ENSG00000131981"	"ENSG00000131981"	3.57810027001593e-290	9.1854986052718e-150	3	1	-0.276787890500417	1	1
"ENSG00000122026"	"ENSG00000122026"	0	3.05986375494988e-142	3	1	0.369144343600718	1	1
"ENSG00000100650"	"ENSG00000100650"	3.10871505610254e-155	8.75379426543319e-121	5	1	0.578065428762207	1	1
"ENSG00000168003"	"ENSG00000168003"	7.24921926941322e-157	1.64186622967099e-108	4	1	0.618692537018682	1	1
"ENSG00000113732"	"ENSG00000113732"	2.63831054879226e-321	3.76079099928497e-76	3	1	-0.734150744544103	1	1
"ENSG00000149273"	"ENSG00000149273"	0	1.39383133256752e-74	7	1	-0.604052285511162	1	1
"ENSG00000174547"	"ENSG00000174547"	2.67738338881255e-117	3.65442038698003e-74	4	1	-0.704922461132782	1	1
"ENSG00000130066"	"ENSG00000130066"	4.35968433948482e-283	1.05745350961253e-72	6	1	-0.232779800875422	1	1
"ENSG00000173812"	"ENSG00000173812"	9.01923868501015e-99	1.94280908445534e-70	4	1	-0.260644255196577	1	1
"ENSG00000245910"	"ENSG00000245910"	3.28673358100212e-84	2.80262246105566e-70	4	1	-0.823527978867024	1	1
"ENSG00000174748"	"ENSG00000174748"	0	9.94288164711496e-63	5	1	-0.808502008236789	1	1
"ENSG00000114942"	"ENSG00000114942"	5.69395997716332e-105	8.0121268726595e-56	3	1	0.204306607499174	1	1
"ENSG00000113387"	"ENSG00000113387"	5.87080429970187e-82	3.97253688708852e-52	4	1	-0.711689229155945	1	1
"ENSG00000173486"	"ENSG00000173486"	1.33465474262459e-83	1.08407114422249e-51	4	1	-0.531215472163117	1	1
"ENSG00000115457"	"ENSG00000115457"	2.7225199001004e-68	1.8092558119127e-50	5	2	-0.544463563119142	1	1
"ENSG00000168259"	"ENSG00000168259"	4.43318432276198e-64	4.17156071972141e-49	4	2	0.665964529694793	1	1
"ENSG00000163435"	"ENSG00000163435"	3.63472657809563e-242	3.14869478415255e-45	5	1	0.589289661075619	1	1
"ENSG00000182196"	"ENSG00000182196"	6.24990354059302e-67	2.21984022703506e-44	4	1	0.513248987839128	1	1
"ENSG00000117394"	"ENSG00000117394"	3.21601654126336e-58	3.13171801735994e-41	5	1	-0.701539272948867	1	1
"ENSG00000163399"	"ENSG00000163399"	8.75432764424208e-67	5.00718011425647e-41	6	1	-0.605736158533668	1	1
"ENSG00000178741"	"ENSG00000178741"	1.21457069952737e-104	6.71253618660351e-40	3	1	-0.39692912107102	1	1
"ENSG00000172809"	"ENSG00000172809"	5.54205422255045e-45	1.34916843890849e-38	5	2	0.606580812792053	1	1
"ENSG00000101608"	"ENSG00000101608"	1.48482542741954e-155	1.63791145735261e-36	5	3	-0.839366629241764	1	1
"ENSG00000257727"	"ENSG00000257727"	1.75907138868238e-82	5.40173956653769e-33	5	1	0.563080660719647	1	1
"ENSG00000241468"	"ENSG00000241468"	2.08697689496435e-114	1.14494118008184e-32	3	1	-0.466646579010592	1	1
"ENSG00000203950"	"ENSG00000203950"	4.44211045652909e-63	1.38775826180509e-32	3	1	0.635062337748394	1	1
"ENSG00000067167"	"ENSG00000067167"	1.26563022713216e-64	2.64004253963341e-32	5	1	-0.68161735721437	1	1
"ENSG00000079462"	"ENSG00000079462"	6.31727725855182e-51	8.62126145989246e-32	5	1	0.544167536816322	1	1
"ENSG00000109861"	"ENSG00000109861"	5.9606097567783e-48	1.27044310643685e-31	3	1	0.28629215530709	1	1
"ENSG00000127125"	"ENSG00000127125"	1.76321304335946e-35	8.97104343093386e-31	5	3	0.343551258082317	1	1
"ENSG00000163882"	"ENSG00000163882"	1.04279850155088e-44	1.03361013838924e-28	3	1	-0.755992736686133	1	1
"ENSG00000132274"	"ENSG00000132274"	1.87218410593657e-51	4.31355831462459e-28	7	1	0.641090259934435	1	1
"ENSG00000116285"	"ENSG00000116285"	2.94435272409264e-39	4.35744604081541e-28	3	1	-0.619585196438353	1	1
"ENSG00000067225"	"ENSG00000067225"	1.52920135021387e-119	2.05622046156023e-27	3	1	-0.404034979374559	1	1
"ENSG00000110492"	"ENSG00000110492"	3.61164463629877e-55	3.28975088345702e-27	3	1	0.36023500310201	1	1
"ENSG00000167757"	"ENSG00000167757"	1.82611209166361e-35	3.91380798934859e-27	6	1	0.298486136372922	1	1
"ENSG00000120860"	"ENSG00000120860"	1.77294007497367e-36	1.73550729113756e-26	3	1	0.490553320202397	1	1
"ENSG00000137818"	"ENSG00000137818"	3.75552175834097e-23	4.30045274715503e-25	3	1	0.202218314273143	1	1
"ENSG00000163584"	"ENSG00000163584"	1.01946737745674e-59	1.2729827683174e-24	3	1	0.337961827538836	1	1
"ENSG00000021355"	"ENSG00000021355"	5.67001756809885e-38	2.68581932927858e-24	5	1	-0.588491251161577	1	1
"ENSG00000163931"	"ENSG00000163931"	1.52992546074202e-22	5.02939509038453e-23	3	2	-0.198068498540807	1	1
"ENSG00000122644"	"ENSG00000122644"	2.96988878950057e-29	2.16243680927902e-22	5	2	-0.36314435930517	1	1
"ENSG00000110321"	"ENSG00000110321"	6.39677544565277e-45	2.52872324215419e-22	8	2	0.398160987168972	1	1
"ENSG00000257698"	"ENSG00000257698"	1.7310683108247e-33	1.89245040453118e-21	5	1	0.704710250936013	1	0.666666666666667
"ENSG00000173848"	"ENSG00000173848"	8.47075799930946e-35	4.54051086977301e-21	3	1	0.699560582815388	1	1
"ENSG00000067064"	"ENSG00000067064"	2.75000278409853e-46	6.01322403940122e-21	5	1	-0.465723534883928	1	1
"ENSG00000070756"	"ENSG00000070756"	5.47249147520934e-97	9.23628090729427e-21	6	1	0.350133519889751	1	1
"ENSG00000006625"	"ENSG00000006625"	2.96270774777852e-19	1.03840230343684e-20	3	2	0.232717207610929	1	1
"ENSG00000167986"	"ENSG00000167986"	1.2023080212537e-23	1.6257788262532e-20	3	2	-0.614160841017011	1	1
"ENSG00000111907"	"ENSG00000111907"	2.85462950036677e-70	1.00559679441627e-19	4	2	-0.400652251923171	1	1
"ENSG00000161013"	"ENSG00000161013"	7.48522569387851e-18	1.43172738224612e-19	3	2	-0.680005331896079	1	1
"ENSG00000198830"	"ENSG00000198830"	1.54899628154312e-100	8.1120581134345e-19	5	1	-0.97770582267859	1	1
"ENSG00000160113"	"ENSG00000160113"	1.15818532404697e-18	5.20820514979709e-18	3	2	0.359790064977065	1	1
"ENSG00000183684"	"ENSG00000183684"	1.98869362443653e-22	9.27490282177165e-18	3	2	-0.770614875825263	1	1
"ENSG00000150787"	"ENSG00000150787"	1.84338578583404e-55	1.07266485013656e-17	4	1	0.908102258571776	1	1
"ENSG00000100359"	"ENSG00000100359"	2.30979314480509e-61	4.93709413631015e-17	7	1	0.576920940336008	1	1
"ENSG00000067836"	"ENSG00000067836"	7.93929794521155e-34	8.59971927319552e-17	6	1	-0.532239026951997	1	1
"ENSG00000135968"	"ENSG00000135968"	3.20347118601902e-27	4.33079913506653e-16	7	1	0.512449650899128	1	1
"ENSG00000138495"	"ENSG00000138495"	2.2236254609915e-20	5.5115729665016e-16	3	1	0.255075759631478	1	1
"ENSG00000149084"	"ENSG00000149084"	2.49909838411071e-43	6.23826500722253e-16	4	1	0.493548075469892	1	1
"ENSG00000148908"	"ENSG00000148908"	7.38289322994566e-25	7.0909418841124e-16	3	1	-0.541074613927273	1	1
"ENSG00000102854"	"ENSG00000102854"	4.48179848970479e-64	7.97138702849598e-16	10	2	0.276606919806215	1	1
"ENSG00000105258"	"ENSG00000105258"	1.06899790477077e-16	1.66913200250917e-15	3	1	0.237123213646108	1	1
"ENSG00000177459"	"ENSG00000177459"	1.34629270690106e-14	2.33461860170808e-15	3	1	0.525526956652202	1	1
"ENSG00000146540"	"ENSG00000146540"	4.85760640891852e-23	7.72219560250653e-15	4	1	0.401055824283898	1	1
"ENSG00000169567"	"ENSG00000169567"	4.78722458281184e-47	4.05909695232225e-14	7	1	0.547330979806146	1	1
"ENSG00000167136"	"ENSG00000167136"	4.29553088422837e-19	5.42861765216966e-14	3	1	0.344741293610981	1	1
"ENSG00000184887"	"ENSG00000184887"	9.23015252290389e-29	7.01515715258646e-14	7	1	-0.541200984285129	1	0.833333333333333
"ENSG00000104549"	"ENSG00000104549"	1.35272564374896e-12	7.18555511790965e-14	4	1	0.267226313064535	1	1
"ENSG00000132286"	"ENSG00000132286"	2.37787267049762e-12	2.65331638405284e-13	3	2	0.550178522775259	1	1
"ENSG00000119801"	"ENSG00000119801"	2.88110981587148e-37	2.71990377021437e-13	8	1	0.458188770017102	1	1
"ENSG00000105894"	"ENSG00000105894"	3.42994857167471e-17	6.82046970872773e-13	3	1	-0.495531346112994	1	1
"ENSG00000155957"	"ENSG00000155957"	7.27060022883286e-55	6.95081950329035e-13	7	3	0.789156440563002	1	1
"ENSG00000163634"	"ENSG00000163634"	1.26374030882503e-37	8.11853238452642e-13	6	1	-0.606789442320694	1	1
"ENSG00000115963"	"ENSG00000115963"	6.99072000156017e-18	8.80985515646784e-13	4	2	0.364754674107383	1	1
"ENSG00000183172"	"ENSG00000183172"	4.59349900653647e-19	9.44471379477829e-13	5	1	-0.804407557775379	1	1
"ENSG00000154080"	"ENSG00000154080"	2.45308883589422e-11	1.03971312812567e-12	3	3	-0.392004558974628	1	1
"ENSG00000116350"	"ENSG00000116350"	2.08006176216422e-26	1.76001936461571e-12	3	1	-0.394452121959917	1	1
"ENSG00000173272"	"ENSG00000173272"	3.20604693301137e-31	2.01301490055297e-12	4	1	-0.215172188349095	1	1
"ENSG00000162889"	"ENSG00000162889"	5.64733736948612e-16	2.2470684466347e-12	3	1	-0.852411735621969	1	0.833333333333333
"ENSG00000125944"	"ENSG00000125944"	3.25861018382072e-95	2.29540764685088e-12	9	1	-0.355865808717425	1	1
"ENSG00000143222"	"ENSG00000143222"	7.22978574584871e-65	2.37831042995179e-12	4	1	-0.195866065797947	1	1
"ENSG00000175354"	"ENSG00000175354"	3.43820561383947e-24	2.89196808313028e-12	7	1	0.419172377287512	1	1
"ENSG00000145779"	"ENSG00000145779"	3.87939916667735e-35	3.19555469755188e-12	6	2	0.371500178201663	1	1
"ENSG00000088836"	"ENSG00000088836"	1.06436448122745e-14	3.51067271644616e-12	5	1	-0.784590817418227	1	0.833333333333333
"ENSG00000108963"	"ENSG00000108963"	7.48788826045511e-14	3.91978194123354e-12	4	1	0.717786956724211	1	1
"ENSG00000158747"	"ENSG00000158747"	1.16009310189507e-40	4.58583187131402e-12	5	1	0.67869098165757	1	1
"ENSG00000163235"	"ENSG00000163235"	3.24874875117855e-15	5.72622269065392e-12	4	1	-0.847066212216373	1	0.833333333333333
"ENSG00000115561"	"ENSG00000115561"	3.75933461776219e-52	7.50512626030614e-12	4	1	0.317150904763007	1	1
"ENSG00000111912"	"ENSG00000111912"	2.17179293456141e-22	1.46097423134536e-11	6	1	0.205049425628298	1	1
"ENSG00000148700"	"ENSG00000148700"	2.53831666914948e-18	1.64335763262982e-11	4	2	-0.608439678584717	1	1
"ENSG00000186352"	"ENSG00000186352"	5.69392927332416e-10	2.14687098966857e-11	3	1	-0.188554804588727	1	1
"ENSG00000144908"	"ENSG00000144908"	2.22947876172971e-09	2.63560652686222e-11	5	2	-0.558691195820272	1	1
"ENSG00000197930"	"ENSG00000197930"	7.80652154758807e-22	5.57720372517405e-11	4	1	-0.410437768432251	1	1
"ENSG00000257103"	"ENSG00000257103"	2.23630479613768e-60	5.72181778534587e-11	7	1	-0.614919754246476	1	1
"ENSG00000114125"	"ENSG00000114125"	1.97169239510729e-17	8.75315021273719e-11	5	1	0.332188999474397	1	1
"ENSG00000186395"	"ENSG00000186395"	1.6338103382427e-24	1.07175934560785e-10	4	1	-0.410949385309234	1	1
"ENSG00000171155"	"ENSG00000171155"	2.2423098145784e-36	1.22296970263795e-10	3	1	-0.704244990502424	1	1
"ENSG00000087903"	"ENSG00000087903"	1.4493652466759e-10	1.99388279621841e-10	5	1	0.678251355521567	1	0.833333333333333
"ENSG00000160226"	"ENSG00000160226"	3.89535377735129e-13	2.04850783284313e-10	3	1	-0.606892666600095	1	1
"ENSG00000163527"	"ENSG00000163527"	2.6786861651351e-16	2.35228757379681e-10	4	1	0.668813454217128	1	1
"ENSG00000120963"	"ENSG00000120963"	1.29003303267731e-12	2.75636122875914e-10	3	1	-0.178299866311679	1	1
"ENSG00000198355"	"ENSG00000198355"	2.06349898285976e-24	2.76133267180628e-10	4	1	0.244380187101749	1	1
"ENSG00000146072"	"ENSG00000146072"	5.86120469034996e-20	3.31104557985382e-10	3	1	0.640231998347755	1	1
"ENSG00000102738"	"ENSG00000102738"	1.10815143700861e-23	3.90320763380708e-10	4	1	0.322834322259883	1	1
"ENSG00000063854"	"ENSG00000063854"	3.58983356170879e-60	3.93993537587153e-10	4	1	-0.447880495528737	1	1
"ENSG00000177989"	"ENSG00000177989"	1.24546402352318e-08	4.28201713491715e-10	5	2	0.294183838165066	1	1
"ENSG00000169228"	"ENSG00000169228"	1.96475355398515e-13	4.64836669784644e-10	5	1	0.579527643596652	1	1
"ENSG00000198176"	"ENSG00000198176"	8.99997565145848e-15	5.02364028420473e-10	7	1	0.52670190997142	1	1
"ENSG00000110536"	"ENSG00000110536"	2.60764842839567e-20	5.07627319896658e-10	6	2	-0.491248093254073	1	1
"ENSG00000109083"	"ENSG00000109083"	2.46523882476126e-08	5.14868953782634e-10	4	2	0.458732273055128	1	1
"ENSG00000078808"	"ENSG00000078808"	7.46382909010172e-12	5.38245563119998e-10	3	1	0.22755071378123	1	1
"ENSG00000121579"	"ENSG00000121579"	1.31163904030788e-17	6.36970713370109e-10	4	2	0.588088040217368	1	1
"ENSG00000166797"	"ENSG00000166797"	1.92665266373796e-14	7.5718889454103e-10	4	1	-0.443433434288689	1	1
"ENSG00000204711"	"ENSG00000204711"	2.75614280233433e-13	8.55904755585907e-10	6	2	0.285259031379589	1	1
"ENSG00000111328"	"ENSG00000111328"	8.375878923914e-28	1.01931891844762e-09	7	1	0.397349769375792	1	1
"ENSG00000139083"	"ENSG00000139083"	4.81181978914975e-13	1.14021733426472e-09	3	1	-0.790692621820564	1	1
"ENSG00000117448"	"ENSG00000117448"	2.44832709427857e-08	1.25978533533776e-09	3	1	0.192848549129524	1	1
"ENSG00000242372"	"ENSG00000242372"	1.23157659177447e-09	1.31567582490753e-09	3	1	0.198568951315139	1	1
"ENSG00000100568"	"ENSG00000100568"	1.23612813695747e-118	1.37327213090938e-09	4	1	0.795534307495229	1	1
"ENSG00000175756"	"ENSG00000175756"	4.80207580327571e-14	3.31365593469022e-09	5	2	0.25123160738797	1	1
"ENSG00000176261"	"ENSG00000176261"	1.25598469686126e-23	3.47639204943103e-09	10	1	-0.400626183024338	1	1
"ENSG00000136682"	"ENSG00000136682"	3.42357827290744e-35	3.48015885713389e-09	9	1	-0.417828655731004	1	1
