"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_VIC01_72hpi_child_Infected-Secretory_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000104408"	"ENSG00000104408"	1.68211291645788e-169	3.05348064274133e-79	5	1	-0.867612016446732	1	1
"ENSG00000173812"	"ENSG00000173812"	1.55366607366697e-73	1.37359271195534e-70	3	1	-0.311296800476356	1	1
"ENSG00000174748"	"ENSG00000174748"	7.57356584149861e-275	3.91639141394179e-70	4	2	-0.800282721991914	1	1
"ENSG00000143416"	"ENSG00000143416"	6.72555528776679e-70	9.52846877392971e-49	4	1	-0.834220511840598	1	0.833333333333333
"ENSG00000070756"	"ENSG00000070756"	4.71054385993906e-73	5.78216960767111e-44	5	1	0.497737468048238	1	1
"ENSG00000104529"	"ENSG00000104529"	1.08800383012437e-48	9.49623093811461e-42	3	3	0.457009242934596	1	1
"ENSG00000245532"	"ENSG00000245532"	9.79689003604203e-43	1.6099430282266e-41	5	3	0.623534006246768	1	1
"ENSG00000051620"	"ENSG00000051620"	1.13599573849813e-72	1.3383982480712e-36	4	1	0.555671471442396	1	1
"ENSG00000130414"	"ENSG00000130414"	6.78124380950299e-55	3.30530057370111e-35	3	1	0.682556828637439	1	1
"ENSG00000173486"	"ENSG00000173486"	7.28572146554527e-53	1.08611588378586e-34	4	1	-0.581472518540525	1	1
"ENSG00000113387"	"ENSG00000113387"	6.70026748309743e-48	9.07261756916007e-32	4	1	-0.742342295595374	1	1
"ENSG00000080824"	"ENSG00000080824"	1.54178846562067e-48	1.79890744933023e-30	3	1	-0.458848737345413	1	1
"ENSG00000114125"	"ENSG00000114125"	3.9039216075973e-35	2.54024389673805e-30	4	2	0.627661832796955	1	1
"ENSG00000198830"	"ENSG00000198830"	6.95790140453588e-68	7.35552235647562e-27	4	1	-0.988212598127736	1	0.833333333333333
"ENSG00000185825"	"ENSG00000185825"	5.71874176222335e-41	3.67536483817705e-25	4	1	-0.430070470589182	1	1
"ENSG00000115457"	"ENSG00000115457"	4.11844182700631e-34	9.40744235572107e-24	4	1	-0.289035664345857	1	1
"ENSG00000178585"	"ENSG00000178585"	1.53168209818192e-34	2.44195945566739e-22	6	1	-0.540627337881615	1	1
"ENSG00000138777"	"ENSG00000138777"	1.4081815530396e-24	8.94644304216377e-22	6	3	0.749999742513188	1	0.833333333333333
"ENSG00000245910"	"ENSG00000245910"	2.42045799560365e-27	1.82023351359023e-20	4	1	-0.944272878737037	1	0.666666666666667
"ENSG00000173457"	"ENSG00000173457"	1.86664534428759e-41	3.32143118977648e-20	3	1	0.551911829516088	1	1
"ENSG00000147403"	"ENSG00000147403"	2.53708482997874e-31	4.43381986724673e-20	7	1	0.221988333355108	1	1
"ENSG00000004455"	"ENSG00000004455"	2.67274167261184e-20	9.68560869828233e-20	4	1	0.676368508974132	1	1
"ENSG00000178741"	"ENSG00000178741"	8.63492629797756e-43	2.44233050117095e-19	3	1	0.399249110351684	1	1
"ENSG00000168259"	"ENSG00000168259"	2.41211638761552e-24	6.37269134666398e-19	3	1	-0.466362802110497	1	1
"ENSG00000184007"	"ENSG00000184007"	6.94793057710684e-24	1.12412265694496e-18	3	1	-0.577376855715907	1	1
"ENSG00000025708"	"ENSG00000025708"	2.61683898641965e-37	5.51155932091752e-17	6	1	0.477729526702474	1	1
"ENSG00000183255"	"ENSG00000183255"	1.48229371295736e-17	2.57247613752389e-16	4	2	0.740055182988718	1	1
"ENSG00000160113"	"ENSG00000160113"	7.62433516638951e-28	2.91207778001331e-16	4	2	-0.411264001064935	1	1
"ENSG00000029993"	"ENSG00000029993"	4.28530404627338e-16	2.98090859041114e-16	4	1	-0.615821142078764	1	1
"ENSG00000128016"	"ENSG00000128016"	4.17764443448583e-24	9.83231067670881e-16	3	1	0.23136822467575	1	1
"ENSG00000173171"	"ENSG00000173171"	1.87717145628561e-17	1.70382014123283e-14	3	2	-0.71054635477695	1	1
"ENSG00000141424"	"ENSG00000141424"	1.11100002919209e-17	6.365040612136e-14	4	1	0.673984305851067	1	1
"ENSG00000136986"	"ENSG00000136986"	2.95166564542255e-23	1.45490046763444e-13	4	2	0.834744046536761	1	0.666666666666667
"ENSG00000127022"	"ENSG00000127022"	5.42672607747634e-49	2.97937995075375e-13	5	2	-0.513510084370485	1	1
"ENSG00000185104"	"ENSG00000185104"	2.47861817977205e-19	5.72022705942787e-13	5	1	-0.713889183725365	1	0.833333333333333
"ENSG00000172809"	"ENSG00000172809"	5.18847405894143e-11	6.41636247671704e-13	4	2	0.519954893878457	1	1
"ENSG00000116285"	"ENSG00000116285"	1.98296575835007e-16	2.07954566542394e-12	3	1	-0.67582288784395	1	1
"ENSG00000163399"	"ENSG00000163399"	4.63091721390458e-93	4.65537444158088e-12	6	1	-0.615108039027181	1	1
"ENSG00000120438"	"ENSG00000120438"	2.17130355048112e-37	7.82181205387858e-12	4	1	-0.499997238617294	1	1
"ENSG00000165175"	"ENSG00000165175"	1.31876877674959e-15	1.06954773894262e-11	4	1	0.568451856534704	1	1
"ENSG00000146072"	"ENSG00000146072"	8.4288120496003e-15	1.51773357472735e-11	3	1	-0.634743687266573	1	1
"ENSG00000104695"	"ENSG00000104695"	7.13007876428624e-17	3.42733459126008e-11	4	2	0.400478743928502	1	1
"ENSG00000142867"	"ENSG00000142867"	1.26067959014219e-13	8.27435014433915e-11	4	1	0.667480141152261	1	1
"ENSG00000163466"	"ENSG00000163466"	2.47560335486689e-14	1.10450472299304e-10	3	1	-0.17383895344038	1	1
"ENSG00000041357"	"ENSG00000041357"	6.78895987203269e-29	1.48388477277877e-10	5	2	0.707414278217899	1	1
"ENSG00000241468"	"ENSG00000241468"	2.64031884805011e-12	1.54015913072716e-10	3	2	0.197023764842938	1	1
"ENSG00000108848"	"ENSG00000108848"	3.80117992582653e-12	1.89256526723493e-10	3	2	0.592825668709882	1	1
"ENSG00000110321"	"ENSG00000110321"	5.79702537921056e-31	2.24535858953115e-10	9	2	0.328756717848593	1	1
"ENSG00000197982"	"ENSG00000197982"	4.46063057840943e-15	3.04922758872966e-10	3	1	-0.363326182886417	1	1
"ENSG00000115561"	"ENSG00000115561"	4.40518918703672e-48	3.27361243849897e-10	4	1	0.527064166878725	1	1
"ENSG00000063854"	"ENSG00000063854"	1.4890299228015e-41	3.9492810874315e-10	4	1	-0.433071551386929	1	1
"ENSG00000100359"	"ENSG00000100359"	4.76893151551661e-39	4.36497995919698e-10	7	1	0.583002163409357	1	1
"ENSG00000120992"	"ENSG00000120992"	6.32472167894311e-20	4.55895082898122e-10	4	1	0.428415628913859	1	1
"ENSG00000067836"	"ENSG00000067836"	4.93716659742597e-15	5.29672753618648e-10	7	1	-0.520197478398472	1	1
"ENSG00000093010"	"ENSG00000093010"	1.10831324514168e-31	2.9750546921708e-09	7	1	-0.790261002614262	1	1
"ENSG00000213246"	"ENSG00000213246"	8.93521614607407e-23	3.90965709638099e-09	4	2	0.693828888763998	1	1
"ENSG00000163527"	"ENSG00000163527"	1.18932775789032e-08	6.08679568377143e-09	3	2	-0.542025846509475	1	1
"ENSG00000163634"	"ENSG00000163634"	9.00491316533105e-17	6.66388490480898e-09	4	1	-0.656373167125404	1	1
"ENSG00000196344"	"ENSG00000196344"	1.75586002841993e-35	1.27179565587766e-08	7	1	-0.326662672101494	1	1
"ENSG00000177459"	"ENSG00000177459"	9.58895321945328e-15	1.36412332675109e-08	3	1	-0.563669860367323	1	1
"ENSG00000115685"	"ENSG00000115685"	1.3363475437272e-07	1.87317159562364e-08	4	2	0.400963645873211	1	1
"ENSG00000149600"	"ENSG00000149600"	3.73164396759989e-08	1.97014555720373e-08	4	2	-0.534138909089216	1	1
"ENSG00000113712"	"ENSG00000113712"	4.24165710956679e-78	2.78404022463212e-08	12	1	-0.421345001096551	1	1
"ENSG00000100979"	"ENSG00000100979"	1.54326664765214e-17	2.98819118988625e-08	4	1	-0.706954659862654	1	1
"ENSG00000021355"	"ENSG00000021355"	1.27781297317527e-11	3.24030190101689e-08	5	1	0.472721447490761	1	1
"ENSG00000167920"	"ENSG00000167920"	5.70298630608673e-14	4.02514514806304e-08	5	2	-0.469293596065892	1	1
"ENSG00000152904"	"ENSG00000152904"	9.39625691190468e-19	4.05670451233826e-08	5	1	0.672513219164496	1	1
"ENSG00000148700"	"ENSG00000148700"	7.39382245370104e-08	4.7261695478611e-08	3	1	-0.633345947519952	1	1
"ENSG00000186395"	"ENSG00000186395"	5.02132953693781e-11	5.89326245509119e-08	4	1	0.521232033123812	1	1
"ENSG00000149547"	"ENSG00000149547"	9.13651198498181e-11	6.22032221940146e-08	5	1	0.502317647034288	1	1
"ENSG00000109083"	"ENSG00000109083"	3.98064585750741e-07	7.00134718069912e-08	4	2	0.569812744281783	1	1
"ENSG00000121073"	"ENSG00000121073"	5.93782513152823e-15	7.47885775755372e-08	6	2	0.546877055916005	1	0.833333333333333
"ENSG00000160752"	"ENSG00000160752"	1.02061806680772e-55	7.65523904927882e-08	5	1	-0.353569801894676	1	1
"ENSG00000111907"	"ENSG00000111907"	3.08572220023591e-06	1.61034644309197e-07	3	2	-0.453021939438189	1	1
"ENSG00000154813"	"ENSG00000154813"	2.53001548569246e-13	1.68947815694251e-07	3	1	-0.792972093233853	1	0.833333333333333
"ENSG00000182196"	"ENSG00000182196"	4.00163656096858e-25	1.9193066426591e-07	5	1	0.326584642050595	1	1
"ENSG00000067167"	"ENSG00000067167"	9.41808616237335e-15	2.14079111590472e-07	3	1	0.905634593103158	1	0.833333333333333
"ENSG00000263001"	"ENSG00000263001"	1.21431960695199e-12	2.5567903552163e-07	4	2	0.578560763114013	1	1
"ENSG00000042753"	"ENSG00000042753"	1.02577431951584e-05	2.83195545831413e-07	4	1	-0.230497116317863	1	1
"ENSG00000198736"	"ENSG00000198736"	2.33428275010116e-08	2.87237202845383e-07	3	1	-0.48824152322734	1	1
"ENSG00000168310"	"ENSG00000168310"	1.20457384522183e-09	3.69740740933909e-07	4	1	0.449862901584787	1	1
"ENSG00000132780"	"ENSG00000132780"	9.75762182299549e-06	4.17936869852309e-07	6	1	-0.239484832300989	1	1
"ENSG00000167136"	"ENSG00000167136"	2.88053304801988e-14	5.23657163321976e-07	3	1	0.295113478389575	1	1
"ENSG00000114354"	"ENSG00000114354"	1.20046015795864e-12	5.24139611087526e-07	4	1	-0.372428028752094	1	1
"ENSG00000175756"	"ENSG00000175756"	7.25718644554005e-06	7.45370333563392e-07	4	2	0.223257348961151	1	1
"ENSG00000198960"	"ENSG00000198960"	2.10547321364249e-09	8.21452682337421e-07	4	1	-0.696921718029048	1	1
"ENSG00000140943"	"ENSG00000140943"	7.9967440115777e-07	1.12612189354222e-06	3	1	-0.434449450091246	1	1
"ENSG00000184983"	"ENSG00000184983"	2.29806255310578e-05	1.55816318972774e-06	3	2	0.303884415129487	1	1
"ENSG00000104164"	"ENSG00000104164"	1.99476538974642e-12	2.02109961934141e-06	5	1	-0.676848020143053	1	0.666666666666667
"ENSG00000113161"	"ENSG00000113161"	5.77205449169512e-09	3.36107618987609e-06	5	1	-0.730156657004817	1	0.666666666666667
"ENSG00000151929"	"ENSG00000151929"	3.27349792780781e-07	3.75007793193815e-06	4	1	0.766731623110958	1	0.833333333333333
"ENSG00000023191"	"ENSG00000023191"	7.76296941422335e-06	3.88349912388013e-06	5	1	-0.174601117157494	1	1
"ENSG00000133818"	"ENSG00000133818"	3.75066998389828e-24	5.19223556466985e-06	5	1	-0.638755015666694	1	1
"ENSG00000167232"	"ENSG00000167232"	2.69572750342936e-13	6.16016405449173e-06	5	1	0.704796731007277	1	1
"ENSG00000078808"	"ENSG00000078808"	3.43447380629978e-08	6.35330747154942e-06	3	1	-0.255163840308978	1	1
"ENSG00000176945"	"ENSG00000176945"	4.73923690569965e-11	6.42157141475309e-06	7	1	-0.284766687675847	1	1
"ENSG00000102854"	"ENSG00000102854"	1.42096825305625e-22	7.34175182084157e-06	8	2	0.32868033780018	1	1
"ENSG00000074201"	"ENSG00000074201"	8.81099961169041e-05	8.23253736404471e-06	3	3	-0.598299126047452	1	0.833333333333333
"ENSG00000172845"	"ENSG00000172845"	2.36956096532326e-11	8.47344354165424e-06	6	1	-0.516014303828364	1	0.833333333333333
"ENSG00000139644"	"ENSG00000139644"	1.04276359351699e-13	8.93878092393245e-06	4	1	0.309031262810508	1	1
"ENSG00000185055"	"ENSG00000185055"	4.46986588403329e-07	9.02798656812039e-06	5	2	0.417320025003947	1	1
"ENSG00000204711"	"ENSG00000204711"	9.78866606653507e-10	9.27015683782384e-06	6	2	-0.277771988270838	1	1
"ENSG00000122565"	"ENSG00000122565"	5.37034236069102e-05	9.35054492800329e-06	3	2	-0.466844761657725	1	1
"ENSG00000158234"	"ENSG00000158234"	3.42211848352602e-29	1.11797417653024e-05	7	1	0.481323133584384	1	0.833333333333333
"ENSG00000068120"	"ENSG00000068120"	6.03342710786854e-13	1.15457641111098e-05	6	2	0.354432948191956	1	1
"ENSG00000101361"	"ENSG00000101361"	2.76458847889361e-05	2.41125488431656e-05	4	2	0.471371725938257	1	1
"ENSG00000176920"	"ENSG00000176920"	1.0600361171696e-12	3.68600976792701e-05	4	2	-0.783132187005468	1	0.833333333333333
"ENSG00000177830"	"ENSG00000177830"	2.01753449344355e-06	4.46653961206285e-05	3	1	-0.508909035603043	1	1
"ENSG00000120860"	"ENSG00000120860"	2.31321858241175e-09	5.02633442236226e-05	3	1	0.383106087114243	1	1
"ENSG00000065883"	"ENSG00000065883"	6.91476012531449e-05	5.18611366410101e-05	3	1	-0.855890148259295	1	0.5
"ENSG00000247271"	"ENSG00000247271"	0.000141451227344727	5.44757242880766e-05	3	2	0.424804509439456	1	1
"ENSG00000123240"	"ENSG00000123240"	1.68376909433191e-37	5.86846562825502e-05	13	1	-0.400365432708354	1	0.833333333333333
"ENSG00000115484"	"ENSG00000115484"	3.03312117816833e-20	6.07848643372816e-05	4	1	-0.276566600651576	1	1
"ENSG00000107372"	"ENSG00000107372"	2.60295847117215e-10	6.2168435754262e-05	6	1	0.409380011742211	1	1
"ENSG00000166598"	"ENSG00000166598"	5.09295760892882e-07	6.58976652347211e-05	4	1	0.21676003192586	1	1
"ENSG00000155324"	"ENSG00000155324"	4.67531933672654e-09	8.91926730966789e-05	7	1	0.444926643107746	1	0.833333333333333
"ENSG00000182934"	"ENSG00000182934"	9.94586311543551e-07	9.90346239531918e-05	4	1	0.383630368797874	1	1
"ENSG00000135052"	"ENSG00000135052"	4.70341974316229e-10	0.000109705056528533	3	1	0.401638450132493	1	1
"ENSG00000167671"	"ENSG00000167671"	1.04405903183886e-06	0.000109738819273683	5	1	0.23817802576772	1	1
"ENSG00000133318"	"ENSG00000133318"	1.37485538501563e-08	0.000123496693477705	3	1	-0.33632956324247	1	1
"ENSG00000165698"	"ENSG00000165698"	2.24924195516442e-06	0.00012799835364771	4	1	0.337770991500725	1	1
"ENSG00000183734"	"ENSG00000183734"	2.82492395961751e-05	0.000131497144257077	3	1	0.571882656565787	1	0.833333333333333
"ENSG00000170296"	"ENSG00000170296"	4.73960663943729e-09	0.000136647431899484	3	2	-0.893921229275564	1	1
"ENSG00000146963"	"ENSG00000146963"	1.28709088907244e-13	0.000139161604351568	4	1	-0.44247565595504	1	1
"ENSG00000129055"	"ENSG00000129055"	7.30233948218263e-05	0.000139908083557551	4	1	-0.340614902876443	1	1
"ENSG00000174547"	"ENSG00000174547"	1.02819463385147e-12	0.000148423115771204	3	1	0.193548387096779	1	1
"ENSG00000159884"	"ENSG00000159884"	7.15349622947468e-06	0.000150089318651436	4	1	0.591012281332528	1	0.833333333333333
"ENSG00000044115"	"ENSG00000044115"	3.32978894252108e-10	0.000154168872888677	5	1	0.594169920296149	1	1
"ENSG00000144566"	"ENSG00000144566"	6.96957065803857e-08	0.00015452001346431	3	1	-0.412426960229217	1	1
"ENSG00000064490"	"ENSG00000064490"	6.46694545940054e-18	0.000171172398607276	5	2	-0.347259533620079	1	1
"ENSG00000175664"	"ENSG00000175664"	6.6111402053291e-07	0.000183148919024518	6	1	0.465370845288934	1	0.833333333333333
"ENSG00000154640"	"ENSG00000154640"	6.16510358038348e-10	0.000187992074855543	4	1	-0.211568701457457	1	1
"ENSG00000136279"	"ENSG00000136279"	3.06465714784025e-07	0.000193793330482037	5	1	-0.362343844717943	1	1
"ENSG00000185624"	"ENSG00000185624"	1.21080362553071e-11	0.000194630851792113	4	1	-0.184212981365165	1	1
"ENSG00000175582"	"ENSG00000175582"	7.67191592916413e-09	0.000207693126625884	6	1	0.468982429847144	1	1
"ENSG00000085224"	"ENSG00000085224"	1.04283626709917e-08	0.000214624297443493	5	1	-0.681219636865525	0.833333333333333	0.666666666666667
"ENSG00000177082"	"ENSG00000177082"	4.97033766728525e-05	0.000243520429958592	5	2	0.459596146550518	1	1
"ENSG00000143207"	"ENSG00000143207"	3.27151222968918e-05	0.000246297487667168	5	1	0.583094417304875	1	1
"ENSG00000137693"	"ENSG00000137693"	1.63181102512242e-06	0.000250419515152912	5	1	-0.666666010282918	1	0.666666666666667
"ENSG00000197894"	"ENSG00000197894"	0.0015898052748673	0.000258917027015809	3	2	-0.215377193227618	1	1
"ENSG00000092820"	"ENSG00000092820"	8.05393327368697e-12	0.000264110313403891	4	2	-0.684678887008696	1	1
"ENSG00000124444"	"ENSG00000124444"	0.00106009246911218	0.0002670241311919	4	1	0.737021538554482	0.833333333333333	0.666666666666667
"ENSG00000172831"	"ENSG00000172831"	4.92919685896681e-08	0.000333896614985566	4	1	-0.532659467372728	1	1
"ENSG00000114209"	"ENSG00000114209"	9.93098401713006e-15	0.000339496717244976	6	1	-0.338630870624905	1	1
"ENSG00000141380"	"ENSG00000141380"	1.32883700265635e-08	0.000340458233385546	4	1	0.362476388234886	1	1
"ENSG00000132676"	"ENSG00000132676"	0.000598367672401379	0.000354378247087892	7	2	-0.327446820845366	1	1
"ENSG00000177427"	"ENSG00000177427"	2.60078973588245e-05	0.000387552974326268	3	1	-0.748138621830482	1	0.666666666666667
"ENSG00000188659"	"ENSG00000188659"	0.00065306486722931	0.000389772270234477	4	1	0.765860656870839	1	0.666666666666667
"ENSG00000090487"	"ENSG00000090487"	7.33361050676754e-09	0.000440684480759433	5	1	0.329594237798512	1	1
"ENSG00000102054"	"ENSG00000102054"	8.26792480049417e-39	0.000458229565407142	4	1	0.837126084022801	1	1
"ENSG00000151715"	"ENSG00000151715"	0.000188740095898064	0.000514846511042792	5	1	0.232533711350954	1	1
"ENSG00000121579"	"ENSG00000121579"	1.09190792679041e-05	0.000550936779562424	4	1	0.304082603667907	1	1
"ENSG00000040341"	"ENSG00000040341"	5.65764485397721e-07	0.000558042251806886	6	1	0.534404122362792	1	0.833333333333333
"ENSG00000166037"	"ENSG00000166037"	1.96915703170524e-08	0.000558660504954636	4	1	-0.707304948004284	1	0.666666666666667
"ENSG00000186594"	"ENSG00000186594"	0.000427972421674332	0.000577387206352333	9	1	0.426728048434566	1	1
"ENSG00000087494"	"ENSG00000087494"	2.64500730107478e-10	0.000586048093945246	9	2	-0.383368932036629	1	1
"ENSG00000120805"	"ENSG00000120805"	1.37628058958877e-06	0.00060231025343061	4	1	0.331198872357468	1	1
"ENSG00000119431"	"ENSG00000119431"	0.000483662932352259	0.000642711965100571	4	2	0.318332428086345	1	1
"ENSG00000105701"	"ENSG00000105701"	7.62047124901937e-07	0.000658883287003977	4	1	0.139014642704536	1	1
"ENSG00000163565"	"ENSG00000163565"	6.28405270216423e-23	0.000670868136938472	15	1	-0.214326908391426	1	1
"ENSG00000197728"	"ENSG00000197728"	0.00333562389274945	0.000802908994175862	3	1	-0.221889548896097	1	1
"ENSG00000078674"	"ENSG00000078674"	2.15585382077768e-12	0.000808812452633018	8	1	0.24656384996835	1	1
"ENSG00000001084"	"ENSG00000001084"	1.33200014872224e-20	0.000816623961791639	7	1	-0.453262909619727	1	1
"ENSG00000105699"	"ENSG00000105699"	0.00229499847760588	0.000848204154988809	4	2	0.27411320870134	1	1
"ENSG00000104611"	"ENSG00000104611"	1.17576801837666e-07	0.00089840170845858	5	2	0.330837564817377	1	1
"ENSG00000124155"	"ENSG00000124155"	7.03467724236374e-07	0.000901933873820466	6	1	0.322930730500689	1	1
"ENSG00000164808"	"ENSG00000164808"	8.2493002148266e-05	0.00100180072168412	5	1	-0.694290001053295	1	0.833333333333333
"ENSG00000137500"	"ENSG00000137500"	4.57867481046957e-21	0.00100259524632526	7	1	0.760988184553923	1	0.833333333333333
"ENSG00000242247"	"ENSG00000242247"	0.000112892616714965	0.00101956025592021	3	1	0.318264977839664	1	1
"ENSG00000136271"	"ENSG00000136271"	1.43702972775652e-07	0.00102609479783274	4	1	-0.608468073176659	1	1
"ENSG00000158435"	"ENSG00000158435"	0.00129526538370489	0.00110735835163842	3	1	0.361859375443402	1	1
"ENSG00000157954"	"ENSG00000157954"	2.42704914403739e-06	0.00112053891145286	8	1	-0.431450997803385	1	0.833333333333333
"ENSG00000196576"	"ENSG00000196576"	8.38311356154232e-22	0.00118401462351881	8	1	0.494735936074071	1	1
