"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Cycling_basal_UK_72hpi_child_Infected-Cycling_basal_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000088930",0.000211188810460905,0.375294605321638,3,0,0.754187468852944,1,0.666666666666667
"ENSG00000019582",0.000938676456168515,0.00897079317031384,5,1,-0.75410089131327,1,0.833333333333333
"ENSG00000093010",6.20708923639375e-11,1.88246990461744e-07,6,1,0.749999886427779,1,1
"ENSG00000068796",0.0139541618569754,0.0127587613868575,4,1,-0.749925430746051,1,0.666666666666667
"ENSG00000185033",0.000117937990033682,1,4,0,-0.74921735449428,1,0.666666666666667
"ENSG00000073578",5.25936244321486e-21,1,7,0,0.746397528254039,1,1
"ENSG00000142327",0.0113751339248713,0,2,2,-0.746174870983157,0.666666666666667,0.5
"ENSG00000213614",5.27227408683215e-08,1,5,0,0.745943021365236,1,0.666666666666667
"ENSG00000128510",0.000151208531125366,1,3,0,0.74445770685577,0.833333333333333,0.666666666666667
"ENSG00000067167",2.10638032286575e-15,1,5,0,-0.74419104857908,1,0.833333333333333
"ENSG00000134684",0.00216588669531249,1,3,0,0.738432488402729,0.833333333333333,0.666666666666667
"ENSG00000187118",2.58462086364774e-16,1,3,0,-0.736428144168507,1,1
"ENSG00000198363",0.0307826375479985,1,4,0,0.734997124644473,1,0.5
"ENSG00000185567",3.66970849693427e-10,6.73020569250377e-09,5,1,0.731979437826484,1,0.833333333333333
"ENSG00000105568",1.04501033043325e-08,1,4,0,-0.730183834460965,1,0.833333333333333
"ENSG00000164985",0.00118507161449767,0,2,2,0.729088900760114,1,0.833333333333333
"ENSG00000124074",0.00155336925080511,1,3,0,-0.723882248417002,1,0.5
"ENSG00000115267",2.76125533813553e-11,1,6,0,-0.722719587720253,1,0.833333333333333
"ENSG00000075292",0.00943932728842145,1,4,0,-0.722530236383451,0.833333333333333,0.5
"ENSG00000142627",1.35539845997936e-13,1,5,0,-0.719638585549255,1,1
"ENSG00000175115",0.000300291309364499,0.779235184726736,3,0,0.717871657951494,0.833333333333333,0.666666666666667
"ENSG00000171161",0.0138967330801207,1,3,0,-0.714776013305173,1,0.666666666666667
"ENSG00000087903",0.00374666385030104,1,4,0,0.713043936200926,0.833333333333333,0.666666666666667
"ENSG00000184432",7.27657236815284e-08,0.00312676005292115,4,1,-0.702874250709971,1,0.833333333333333
"ENSG00000076554",3.18327735693105e-23,0.424646246271621,5,0,0.702492256894655,1,0.833333333333333
"ENSG00000104133",0.0013027296817337,1,3,0,0.696941763901569,1,0.833333333333333
"ENSG00000101608",1.59590967990355e-35,5.96864122894569e-15,6,2,-0.695054945054945,1,1
"ENSG00000120256",3.51502602666472e-11,1.65376322960815e-08,3,1,0.694980747320896,1,1
"ENSG00000258289",7.14349041151597e-06,3.46479692179225e-07,3,2,-0.689958220187609,1,1
"ENSG00000186591",0.00214353863958562,0.00251855329222379,3,1,0.687894225688157,0.833333333333333,0.666666666666667
"ENSG00000163870",0.00424464560198247,1,4,0,0.685873958864707,1,0.5
"ENSG00000129636",1.18897782685208e-05,0.354574222868918,5,0,-0.683923076900207,1,0.833333333333333
"ENSG00000165698",0.00826210765494971,0.00199762722357054,3,1,0.680108992552822,0.833333333333333,0.833333333333333
"ENSG00000139263",3.18218728826489e-10,1,6,0,0.680044440480492,1,1
"ENSG00000140526",0.00436629340051194,1,3,0,0.679672103493356,1,0.5
"ENSG00000128923",0.0123458121376498,0.060910361748864,3,0,-0.679057738465692,1,0.666666666666667
"ENSG00000127483",0.0143097628051912,1,4,0,0.676839247651788,1,0.5
"ENSG00000166803",3.2627737943647e-12,2.80419608876753e-09,4,1,-0.674069425883113,1,1
"ENSG00000170017",0.000397188671631072,0.00739601370889233,3,1,0.671960908317977,1,1
"ENSG00000173801",0.000275705284917229,0.788993206339159,6,0,-0.66752634798549,0.833333333333333,0.5
"ENSG00000104687",0.00326941363421066,0.00745147062430414,3,1,0.667030581681977,1,0.833333333333333
"ENSG00000143353",6.26614702685264e-10,0.00823935594824962,7,1,0.666625091867501,1,0.666666666666667
"ENSG00000138162",0.00599238654399585,1,5,0,-0.664205150717023,1,0.833333333333333
"ENSG00000049449",3.54938563921221e-05,0.0790822697002718,3,0,-0.663307885192779,1,1
"ENSG00000186787",0.0307826375479985,1,4,0,0.661698604845774,1,0.666666666666667
"ENSG00000150779",1.07631298943436e-07,0.0515656199965487,4,0,-0.661537223954234,1,1
"ENSG00000163634",2.55937903574298e-06,0.00220041160519733,3,1,-0.65756003056439,1,1
"ENSG00000266412",4.63806707709151e-16,0.568603741824113,8,0,-0.65463868531127,1,0.666666666666667
"ENSG00000110446",0.00412454569240862,1,4,0,0.654229602612162,1,0.5
"ENSG00000166479",0.00234722001690248,0.00250868136141712,3,1,0.65329516069529,1,1
"ENSG00000100201",1.34237390712331e-05,0.314083717813177,5,0,-0.65329001546211,1,0.666666666666667
"ENSG00000183172",0.00242518358442887,0.00492830120964257,3,1,-0.653254890404159,1,1
"ENSG00000115540",0.000514894738522507,1,3,0,-0.650782341876723,1,0.833333333333333
"ENSG00000241468",6.01338951676328e-60,2.46886743781245e-48,3,1,0.650357399715267,1,1
"ENSG00000148925",0.000318584662749175,1,3,0,0.647549349442963,0.833333333333333,0.666666666666667
"ENSG00000121067",5.18564166895439e-11,0.336668398885493,11,0,0.647058769830495,1,0.5
"ENSG00000085224",4.61522674483926e-06,1,5,0,0.644172382703593,1,0.666666666666667
"ENSG00000174021",1.09217288077881e-67,0,2,2,-0.644070291834466,1,1
"ENSG00000143633",0.00256543274070204,0.00205332861355015,3,1,-0.642747824509934,1,0.833333333333333
"ENSG00000079462",6.1290068347636e-13,1.31340505043838e-05,5,1,-0.640112431173069,1,1
"ENSG00000155761",0.0044158190615938,1,3,0,-0.638024047418663,0.833333333333333,0.833333333333333
"ENSG00000152558",2.70373777305154e-08,1,3,0,-0.637275479987614,1,1
"ENSG00000164733",2.18980279594441e-19,2.22254126114273e-07,6,1,-0.633466136732686,1,1
"ENSG00000132424",1.36007907058046e-15,1,8,0,0.633276960045712,1,0.833333333333333
"ENSG00000161526",0.0110125051895347,1,5,0,0.632906912497635,1,0.666666666666667
"ENSG00000128739",1.0482928874736e-16,1,4,0,0.632733510377553,1,1
"ENSG00000111371",0.00293938377498965,1,4,0,0.630626134877463,0.833333333333333,0.833333333333333
"ENSG00000173598",1.25790891124606e-18,1,5,0,-0.628542120567959,1,0.833333333333333
"ENSG00000143398",0.0013027296817337,0.000672804431540246,5,1,-0.625287204028142,0.833333333333333,0.833333333333333
"ENSG00000257621",4.68804505700245e-05,1,5,0,-0.625141637608701,1,0.833333333333333
"ENSG00000155660",0.0123323793471993,0.00902771956561879,4,1,-0.625071646568406,1,0.833333333333333
"ENSG00000172830",0.0284997473556147,0.0146537180294616,4,1,0.621052990094784,1,0.833333333333333
"ENSG00000177963",0.000100416856697351,1,4,0,0.619003658567015,1,1
"ENSG00000183421",0.000117937990033682,1,4,0,0.616717547717709,1,0.833333333333333
"ENSG00000166200",0.00028026707618193,1,3,0,0.615853364067685,1,0.833333333333333
"ENSG00000143502",0.00155639279786213,0.0185713147387183,4,1,-0.615851416806116,1,0.666666666666667
"ENSG00000163848",0.0437751900844723,1,3,0,-0.614179696373723,0.833333333333333,0.666666666666667
"ENSG00000168003",2.22678421000167e-27,3.51942529182526e-18,5,1,0.612409898489892,1,1
"ENSG00000182541",0.0165314798673818,0.0126027841764787,4,1,0.609558697727346,1,0.833333333333333
"ENSG00000146904",0.000295672645452452,0.245205870442623,3,0,0.607766826585024,1,1
"ENSG00000119922",1.04593117892777e-12,0,2,2,-0.606996428979518,1,1
"ENSG00000177030",1.29670968911363e-05,0.00218850898920621,7,1,-0.605315827721317,1,0.833333333333333
"ENSG00000213983",0.0298319812962425,0.547567116857346,3,0,-0.604671958234863,1,1
"ENSG00000060237",6.44718069384331e-05,1,7,0,-0.602251043554826,1,0.5
"ENSG00000108641",0.0373516107352106,0.0463612993057174,6,1,0.600295157434292,0.833333333333333,0.666666666666667
"ENSG00000231925",0.00486149610569031,0.458254251505046,7,0,-0.599997552167242,1,0.666666666666667
"ENSG00000263001",0.0281372770173076,0.105009265212711,4,0,-0.598212713653026,1,0.833333333333333
"ENSG00000250903",0.0256706649898028,1,4,0,0.59699553883978,1,0.833333333333333
"ENSG00000136770",0.00109524377723349,1,3,0,0.594731459576857,1,1
"ENSG00000159166",6.41314747425279e-20,1,4,0,0.593888118637376,1,1
"ENSG00000100664",6.43057075819178e-06,0.0557881909333364,5,0,0.59333872288976,1,1
"ENSG00000119537",0.00378366451950519,1,4,0,-0.588909386868227,0.833333333333333,0.5
"ENSG00000046647",0.0165314798673818,1,3,0,-0.585736539261494,1,0.5
"ENSG00000137824",0.000119705981951057,0.284775004135377,3,0,-0.585588902466936,1,1
"ENSG00000185650",2.43351707554682e-08,0.000252247575172674,4,1,0.585282684551562,1,1
"ENSG00000257727",1.07946626448392e-24,0.751734933061142,6,0,-0.584410037478952,1,1
"ENSG00000047249",1.70110195180877e-05,1,7,0,0.583653353715404,1,0.5
"ENSG00000124795",9.9669839554974e-06,0.00017003353394666,4,1,-0.583508194501125,1,1
"ENSG00000147548",0.000469283638952561,1,5,0,-0.583363801164536,1,0.666666666666667
"ENSG00000047457",0.000250053258493792,1,6,0,-0.581534200052225,1,0.666666666666667
"ENSG00000127952",0.0371444269051241,1,4,0,-0.576827349422835,1,0.5
"ENSG00000173786",0.000135051415296938,0.00308401221484336,4,1,-0.576066122842072,1,1
"ENSG00000100425",0.0148218932119058,1,3,0,0.575906951882825,0.666666666666667,0.666666666666667
"ENSG00000186960",0.00920628256452487,1,5,0,0.57395542982613,1,0.5
"ENSG00000067836",1.22936658351599e-05,0.0933610341240468,4,0,0.572359774918765,1,1
"ENSG00000120533",6.9600116858557e-23,1,8,0,-0.57201037859078,1,1
"ENSG00000107372",0.000214851035460653,0.130701014072123,4,0,0.568653276934966,1,0.833333333333333
"ENSG00000100129",2.37492302115569e-14,2.12886420376473e-15,3,2,0.568408139343522,1,1
"ENSG00000183734",8.74819748256539e-06,1,5,0,-0.568251638507558,1,0.5
"ENSG00000168259",2.51334811247613e-07,0,2,2,0.568204003786838,1,1
"ENSG00000184831",6.02098823400858e-05,0.427919032531431,6,0,0.565114574787908,1,0.833333333333333
"ENSG00000130826",5.67839532161319e-06,0.00101503770512256,3,1,-0.560698546069557,1,1
"ENSG00000104695",2.30255087640234e-11,1,4,0,0.560086836410441,1,1
"ENSG00000140905",5.19170210337165e-19,0.00976175536486356,4,1,0.559321889950277,1,1
"ENSG00000102024",0.018797049230831,0.366756812119863,3,0,0.554086229076977,1,0.833333333333333
"ENSG00000169567",8.27129101054754e-07,0.00319221525284915,5,1,0.552961416636713,1,0.833333333333333
"ENSG00000115677",0.000360305601878153,1,4,0,0.552139638284342,1,0.833333333333333
"ENSG00000123240",4.60820307788975e-23,1,9,0,-0.551557869978105,1,0.833333333333333
"ENSG00000260916",0.000508650174811422,0.000680786270052758,4,1,-0.551433977131498,1,1
"ENSG00000169228",1.03507998671014e-06,0.000234371436692475,5,1,0.550731081097251,1,0.833333333333333
"ENSG00000087087",0.0481004658619703,1,7,0,0.550059533281611,1,0.5
"ENSG00000197461",1.90585407746954e-09,1,5,0,0.549871362806927,0.833333333333333,0.666666666666667
"ENSG00000144579",0.00205393764805707,1,3,0,0.549125080834031,1,1
"ENSG00000213024",0.0385424275929244,0.47814418799868,3,0,0.54908917133003,1,1
"ENSG00000143321",3.97082618822498e-06,0.283938385660511,5,0,0.548862910351666,1,0.833333333333333
"ENSG00000164172",6.87000285400282e-05,1,3,0,0.545506179897165,1,1
"ENSG00000177879",1.47114628580789e-07,4.71800115879612e-06,3,1,-0.544909398902518,1,1
"ENSG00000185551",0.00627540936805934,0.78979599803633,4,0,0.543174456872892,1,0.5
"ENSG00000070756",2.88290421031076e-28,0.00134990434395742,4,1,-0.540981492441322,1,1
"ENSG00000175354",0.00126904402281159,4.07683338481953e-05,8,1,0.540108556704343,1,1
"ENSG00000075151",0.000816441397066301,1,6,0,-0.535949402816421,0.833333333333333,0.666666666666667
"ENSG00000173575",0.0235800207698656,1,4,0,0.5351182061403,0.833333333333333,0.666666666666667
"ENSG00000184007",0.00234169107065196,1,4,0,0.534840788569447,1,1
"ENSG00000135968",5.16891775160447e-08,0.000802408901181448,7,1,-0.533684875947777,1,0.666666666666667
"ENSG00000092820",6.02098823400858e-05,0.0150761671694583,4,1,0.533437795190322,1,1
"ENSG00000089356",1.01027670775459e-80,1.30461877656461e-79,4,2,0.533125377278453,1,1
"ENSG00000152894",0.000978857931407518,1,4,0,0.53193120634519,1,0.833333333333333
"ENSG00000110921",0.00511870779338927,0.000995098899790124,4,2,-0.53036177802064,1,1
"ENSG00000168077",0.0192406658760926,0,2,2,-0.530141718573463,1,1
"ENSG00000127022",2.03437380209466e-06,0.000185824469248928,5,1,-0.528246955005135,1,1
"ENSG00000146072",0.000286473460816749,0.0422374352954963,3,1,0.52807503346374,1,1
"ENSG00000168488",0.0142908980537155,1,7,0,-0.526315773510902,1,0.5
"ENSG00000108468",0.0244587206996614,0,2,2,0.524551652448033,0.833333333333333,0.833333333333333
"ENSG00000183696",0.00701208560393445,1,3,0,0.522812135661524,0.833333333333333,0.833333333333333
"ENSG00000168310",0.0325711000261104,0.0173357883561398,4,2,-0.522807137453746,1,0.833333333333333
"ENSG00000155438",7.95032563860645e-07,4.40893852597123e-05,3,1,-0.522648986597361,1,1
"ENSG00000039068",0.0031628891544311,0.0937940328935142,4,0,0.521552472912624,1,0.833333333333333
"ENSG00000036054",0.00267234322184129,1,5,0,0.520370553947656,1,0.666666666666667
"ENSG00000121579",0.0175644722398463,0.0293461281559946,3,1,0.516855955577511,1,1
"ENSG00000128699",2.6691196906544e-05,0.225384747991182,5,0,0.513006490831228,1,1
"ENSG00000079974",9.43591308521779e-08,0.550019193018559,7,0,-0.511627551955499,1,0.666666666666667
"ENSG00000149084",4.33394438140059e-08,0.0215821949096772,5,1,0.511201913046282,1,1
"ENSG00000100982",0.0307826375479985,0.78408416615345,3,0,0.50863126057074,1,0.833333333333333
"ENSG00000157778",1.00181332099514e-13,1,7,0,-0.507936079970183,1,1
"ENSG00000150093",3.71265857175625e-08,1,5,0,0.507423502651587,1,1
"ENSG00000160180",3.70445001893594e-20,4.50647568958093e-14,3,1,0.506126840618948,1,1
"ENSG00000029363",0.00251361139234377,1,6,0,0.50124242802316,1,0.833333333333333
"ENSG00000158163",0.0459493662743575,1,3,0,0.5,0.833333333333333,0.833333333333333
"ENSG00000120992",1.35539845997936e-13,0.0188557527901684,7,1,-0.499737012483986,1,1
"ENSG00000116731",0.00914396396436198,1,5,0,0.499633603697507,1,0.666666666666667
"ENSG00000159216",0.011032017846166,0.99922493445461,4,0,0.499399335938043,1,1
"ENSG00000115129",0.00024263776183602,1,6,0,-0.495751691709014,1,0.666666666666667
"ENSG00000157601",6.87067383294079e-15,1.76925525004023e-13,4,1,0.495593331115663,1,1
"ENSG00000063854",3.31431211260703e-09,0.198985955188666,5,0,-0.4934911997218,1,1
"ENSG00000134884",7.08690107703605e-05,0.859552962358737,3,0,-0.492946995111409,1,1
"ENSG00000088726",0.0363896221195529,0.0680178329784845,4,0,-0.492162129670959,0.833333333333333,0.833333333333333
"ENSG00000131051",5.28751669893661e-07,0.0984239544460767,10,0,-0.492061796341696,1,1
"ENSG00000141385",0.0102976536350469,1,3,0,0.490042102060791,1,0.833333333333333
"ENSG00000246067",0.0042604043893308,1,5,0,-0.48994163969729,1,0.833333333333333
"ENSG00000108846",0.0136930533215803,0.113811449934162,4,0,-0.489706694983503,1,1
"ENSG00000007376",0.0286609257076224,0.815012994396457,3,0,0.488298780923989,1,1
"ENSG00000151552",0.0352759107744569,0.154192261559917,3,0,0.486095594888573,1,1
"ENSG00000119335",1.99086853072262e-05,1,4,0,0.48348880375088,1,1
"ENSG00000163918",0.0351517499674865,1,3,0,-0.4831634513171,1,1
"ENSG00000162231",0.0313439743863892,0.303585559666634,3,0,-0.481500176816054,0.833333333333333,0.833333333333333
"ENSG00000078668",1.21490152754661e-08,3.6715936049766e-05,3,1,-0.481283596019986,1,1
"ENSG00000133710",0.0096919478368732,0.193210277368852,4,0,0.481031411967665,1,1
"ENSG00000141298",0.0184992732506802,1,3,0,0.4798841537873,1,0.833333333333333
"ENSG00000157954",3.40476074247414e-07,1,8,0,0.478544924169859,1,1
"ENSG00000010361",0.0269224536408686,0.378571714096667,4,0,-0.478270916231251,1,1
"ENSG00000167543",0.00723418181899471,1,4,0,0.477880477565101,1,0.833333333333333
"ENSG00000173171",0.0182961741914756,0.0382175585007609,4,1,0.47686656028331,1,0.833333333333333
"ENSG00000170545",0.000700657635103816,1,4,0,0.476821448160958,1,1
"ENSG00000167920",0.000324017038982615,0.0234163326209002,4,1,0.476331731466352,1,1
"ENSG00000138668",3.29900493790423e-07,1,8,0,0.475695463966659,1,1
"ENSG00000133706",0.0352759107744569,1,4,0,-0.473437710000202,1,0.666666666666667
"ENSG00000189403",9.67720122639979e-51,1.13601155270415e-13,6,1,0.471183261139292,1,1
"ENSG00000174243",0.000207348600429426,1,4,0,0.469802376113193,1,1
"ENSG00000177426",1.22348988964662e-08,1,7,0,0.466666557805828,1,0.833333333333333
"ENSG00000204580",9.91570546682627e-05,1,7,0,0.466665379938855,1,1
"ENSG00000105835",0.018868119295248,0.00552457749023836,4,1,0.465461045391181,0.833333333333333,0.666666666666667
"ENSG00000148187",0.0414136788088615,1,5,0,0.465422186690502,1,0.666666666666667
"ENSG00000110107",6.6068585177989e-06,0.853866375037298,4,0,0.464998050996103,1,0.833333333333333
"ENSG00000101940",0.013128400425072,1,4,0,-0.464556088097238,1,1
"ENSG00000166037",0.000603525118817321,0.499061307276959,4,0,0.464292675815915,1,0.833333333333333
"ENSG00000177082",7.15078881232016e-05,1,4,0,0.463118598430785,1,1
"ENSG00000094755",0.00270550401925373,1,5,0,0.461307313232514,1,0.833333333333333
"ENSG00000136261",1.16722850069106e-06,0.010159458877262,5,1,0.459825619043568,1,1
"ENSG00000084764",0.0257619440295507,0.913808996714664,5,0,0.459789795394053,1,0.833333333333333
"ENSG00000198736",0.016415092910701,0.0218018007160037,3,1,-0.458824370266285,1,1
"ENSG00000001084",8.91161294651736e-09,1,5,0,-0.457989614473259,1,1
"ENSG00000117335",0.00267234322184129,0.378124585526614,4,0,-0.457142857685048,1,1
"ENSG00000067064",0.00112446349534956,0.00451812262383347,5,1,-0.45652060145338,1,1
"ENSG00000136830",0.00179554627158303,0.553440695588623,6,0,0.45596607333679,1,0.666666666666667
"ENSG00000129226",0.0183567651106451,0.460706974327713,3,0,-0.455273637933957,1,0.833333333333333
"ENSG00000167136",2.47412156721962e-06,3.85463229390457e-06,3,1,0.454865081915118,1,1
"ENSG00000159377",5.58812607197269e-16,1.19900122189407e-08,3,1,-0.452338775258822,1,1
"ENSG00000105281",0.0212597184387785,0.0485227239494991,5,1,-0.451448468085915,1,0.666666666666667
"ENSG00000015479",0.00129909960575438,0.519089746055257,6,0,-0.451111123921961,1,0.5
"ENSG00000187735",6.80942195576438e-07,1,8,0,0.451037571517267,1,0.833333333333333
"ENSG00000100359",1.23148189292263e-09,0.0226596581226697,6,1,0.44767934364874,1,0.666666666666667
"ENSG00000117226",0.0110729364325074,0.13280329590479,5,0,0.447120855413731,1,1
"ENSG00000223482",0.000239044504848137,1,8,0,0.445330642422743,1,0.5
"ENSG00000177409",0.0425934045827398,1,7,0,0.444443444375751,1,0.833333333333333
"ENSG00000160401",0.0321161841494136,1,4,0,0.443828202853895,1,0.666666666666667
"ENSG00000176102",0.0211252616172029,0.182830108038391,5,0,0.443446898575236,1,0.666666666666667
"ENSG00000100092",0.0266013485954181,1,4,0,-0.442113568140611,0.833333333333333,0.666666666666667
"ENSG00000159140",6.41654590455843e-05,1,7,0,0.441276020735693,0.833333333333333,0.333333333333333
"ENSG00000163166",0.0184494632536543,0.147124578442014,3,0,0.441188629925132,1,1
"ENSG00000104131",0.00262797411949479,0.727514526022332,4,0,0.438794198676629,1,0.666666666666667
"ENSG00000138777",0.00109997935449998,0.00395820024806794,4,1,-0.437875752616648,1,1
"ENSG00000171124",0.00636967785580546,0.761155183773523,5,0,0.437339528973437,0.833333333333333,0.666666666666667
"ENSG00000166979",0.00616064368502521,1,7,0,0.432954358176421,1,0.5
"ENSG00000166710",1.19136648790046e-21,1,7,0,-0.430303051615624,1,1
"ENSG00000206199",0.0471845992354455,1,4,0,-0.428571428571425,1,0.666666666666667
"ENSG00000146282",0.00073106123643552,1,3,0,0.42759779599917,1,1
"ENSG00000100644",0.016274992675715,1,5,0,0.427470328977352,0.833333333333333,0.5
"ENSG00000125877",0.00267234322184129,1,8,0,-0.425604236488256,1,1
"ENSG00000164062",0.00460426320980387,1,4,0,0.425056159539748,1,0.833333333333333
"ENSG00000204385",0.00506764533296491,0.000518653610981085,4,2,0.4227754408484,1,1
"ENSG00000169062",2.32708241384938e-07,1,9,0,-0.421606446165732,1,0.833333333333333
"ENSG00000136240",6.14104942957154e-05,1,4,0,-0.421283013405778,1,1
"ENSG00000267673",0.0123936309724669,1,5,0,0.421160014896409,1,0.666666666666667
"ENSG00000164930",0.0302827694897176,1,5,0,-0.421050061120347,1,1
