"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_uninfected_child_Uninfected-Basal_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000115457",2.72205588849447e-46,4.33621148724702e-42,5,2,0.845618099026969,1,1
"ENSG00000174547",3.2434069408329e-14,4.7207274622674e-11,3,1,-0.845335392724889,1,1
"ENSG00000075151",3.56325028424783e-06,1,6,0,-0.83873470062347,1,0.666666666666667
"ENSG00000155957",0.000634856273594479,0.0070424447756242,4,1,-0.838367128617608,1,0.833333333333333
"ENSG00000113387",1.89677183882501e-23,2.76079860210472e-15,3,1,0.838299750534139,1,1
"ENSG00000177830",7.7663115733417e-06,0.00209955911258603,3,1,0.837529195025383,1,0.666666666666667
"ENSG00000120256",4.33445976404871e-15,0.5983066937105,3,0,0.826341753181167,1,0.833333333333333
"ENSG00000162896",8.12906280202274e-23,5.32137403259175e-08,4,1,0.818515040824197,1,0.833333333333333
"ENSG00000080824",1.90102674213622e-41,5.68681247855664e-08,3,1,0.817282043743601,1,1
"ENSG00000100201",1.12553359087731e-09,1,4,0,0.814656375545769,1,0.833333333333333
"ENSG00000054611",0.00501702922675839,1,4,0,0.798399060272875,1,0.5
"ENSG00000180881",0.00354934974040358,0.0701154474793874,3,0,-0.796833919904672,1,0.833333333333333
"ENSG00000117151",4.22162035344397e-08,1,6,0,0.79610559607474,1,0.666666666666667
"ENSG00000130826",1.67990400007034e-06,0.201935635117083,3,0,0.794151983995449,1,0.833333333333333
"ENSG00000214113",0.00244494661862816,1,5,0,0.793637849366408,1,0.5
"ENSG00000260136",0.00936549644096859,1,4,0,0.792649568937725,0.833333333333333,0.666666666666667
"ENSG00000104660",0.000123037939094626,1,3,0,0.789757402474793,1,0.666666666666667
"ENSG00000103876",0.00459530578847233,1,4,0,0.789547683363303,0.833333333333333,0.666666666666667
"ENSG00000171720",0.000147199849121753,0.0523341010070203,4,0,0.787995933691715,1,0.833333333333333
"ENSG00000152904",1.79748562960768e-05,1,6,0,-0.787041158507489,1,0.5
"ENSG00000182923",0.0329398351340441,1,4,0,0.785660416437704,0.833333333333333,0.5
"ENSG00000167272",8.0103504828418e-07,1,6,0,-0.782342986103385,1,0.5
"ENSG00000164919",1.12969690477779e-46,4.93213294921056e-44,4,2,-0.779331832604824,1,1
"ENSG00000177082",1.36879945086844e-10,0.680176215835608,5,0,0.777828581808361,1,0.5
"ENSG00000231925",6.72238870980461e-12,0.227724292968652,8,0,0.777777507408182,1,0.666666666666667
"ENSG00000164930",7.59863673594595e-05,0.706455122656097,4,0,0.777277212211937,1,0.666666666666667
"ENSG00000067167",2.26061948552821e-09,8.28245404537547e-07,4,1,-0.775681224384265,1,0.833333333333333
"ENSG00000129657",3.28476199061299e-11,1,6,0,0.775104503674079,1,0.5
"ENSG00000153786",0.00640540872571606,0.00133745184896865,3,1,-0.773365719118582,1,0.666666666666667
"ENSG00000135205",2.06010495256258e-05,1,4,0,0.77148536157032,1,1
"ENSG00000137693",0.0238443188167778,1,3,0,-0.768119143650356,0.666666666666667,0.5
"ENSG00000078140",9.98804775819853e-06,1,4,0,-0.767012080414608,1,0.5
"ENSG00000143549",2.38227718588669e-15,0.235265896285938,7,0,0.764702751863344,1,0.666666666666667
"ENSG00000168300",2.89471285058235e-08,0.181885524591717,4,0,0.756452808004599,1,0.833333333333333
"ENSG00000168310",4.97672269674221e-05,3.15871253478783e-05,4,1,-0.752203452876905,1,0.833333333333333
"ENSG00000155621",0.0197235763000839,0.75119459725471,3,0,0.750000000000001,1,0.666666666666667
"ENSG00000168575",0.00610447154515468,1,5,0,0.75,1,0.666666666666667
"ENSG00000124795",0.00118627173957765,0.00058544814842701,3,1,0.749493363829016,1,0.666666666666667
"ENSG00000115677",0.000716638606184271,1,3,0,0.748006253863177,0.833333333333333,0.666666666666667
"ENSG00000144560",9.92397747499407e-08,1,4,0,0.747657905014475,1,0.666666666666667
"ENSG00000070831",4.95558184544082e-24,3.99105004117885e-21,3,1,0.747045235196533,1,0.833333333333333
"ENSG00000063978",0.0270166972101549,1,3,0,0.744285634641165,1,0.5
"ENSG00000138303",0.0233436358066161,1,4,0,0.744012626690717,1,0.5
"ENSG00000103342",3.54427394206633e-05,1,4,0,-0.742931389946783,1,0.833333333333333
"ENSG00000123415",0.00243775678464373,1,5,0,0.741837135024305,0.833333333333333,0.5
"ENSG00000166200",1.96109210891655e-05,1,3,0,0.741767656635623,1,0.833333333333333
"ENSG00000158747",8.8570536196912e-12,2.93339982594792e-07,5,1,-0.738469010084767,1,0.833333333333333
"ENSG00000120533",1.2592313618267e-14,1,4,0,0.738303060704188,1,0.833333333333333
"ENSG00000117592",8.39942147249022e-76,1,3,0,0.738251112525956,1,1
"ENSG00000183426",7.65088363526486e-07,0.00979497712084987,5,1,0.737889811122739,1,0.666666666666667
"ENSG00000117394",8.45487045337151e-10,0.000126314772674376,3,1,-0.736276187852963,1,1
"ENSG00000211460",1.23551297961007e-06,1,5,0,-0.735900423392483,1,0.5
"ENSG00000130202",1.83657981335988e-11,1,5,0,0.734722324568129,1,0.833333333333333
"ENSG00000130560",9.34205624511655e-09,1,4,0,-0.731132727362054,1,1
"ENSG00000138162",9.11334847248747e-05,1,4,0,0.724817768398324,1,0.5
"ENSG00000226067",0.00129871392278411,1,5,0,0.715720373681049,1,0.666666666666667
"ENSG00000133665",3.41344495068394e-09,1.82934002330834e-07,3,1,0.71134563567773,1,1
"ENSG00000187118",8.44309936497597e-11,1,5,0,0.708275230579022,1,1
"ENSG00000114439",0.00219300420880576,0.0211855406827754,4,1,-0.70619564769448,1,0.666666666666667
"ENSG00000021355",3.63464419933895e-13,4.058182859435e-09,4,1,0.703659065451791,1,0.833333333333333
"ENSG00000234465",0.00373129325373439,0.0111612960580557,4,1,-0.702995288921558,0.833333333333333,0.666666666666667
"ENSG00000099875",0.0016511177360329,0.717806581416297,5,0,-0.702770993780205,0.833333333333333,0.833333333333333
"ENSG00000213145",6.41829823548068e-33,1,6,0,0.701991074234101,1,1
"ENSG00000135317",0.00154490969301927,1,7,0,0.699999528105177,0.833333333333333,0.833333333333333
"ENSG00000167699",4.92173231638269e-06,1,5,0,-0.697821793666846,1,0.666666666666667
"ENSG00000112651",0.0329398351340441,1,4,0,0.689580183969473,1,0.666666666666667
"ENSG00000103811",0.0292889598093854,1,4,0,-0.68949321890826,0.833333333333333,0.666666666666667
"ENSG00000173598",4.25630942946229e-16,1,5,0,0.68788544404592,1,0.833333333333333
"ENSG00000257698",1.55258947447494e-11,0.017339058421317,6,1,-0.684576598025796,1,0.833333333333333
"ENSG00000167617",0.0112304422388413,1,3,0,0.681076621909049,0.833333333333333,0.833333333333333
"ENSG00000167986",3.56624289122307e-05,0.0182888965311106,3,1,-0.680909393136521,1,1
"ENSG00000090263",2.2055393688513e-29,1,6,0,-0.680323914960746,1,0.833333333333333
"ENSG00000070190",0.0225730383822752,0.121020965226953,3,0,0.67970788937385,0.833333333333333,0.5
"ENSG00000163517",0.0151484344185192,0.878147306894891,3,0,-0.677170622346019,1,0.833333333333333
"ENSG00000076242",0.0180331084089027,0.17025029937977,4,0,-0.676117176572279,1,0.666666666666667
"ENSG00000146733",0.00139454131269134,0.0575125884582471,4,0,-0.670811547898164,0.833333333333333,0.833333333333333
"ENSG00000093010",2.10700390645331e-10,1,8,0,0.667325704165848,1,0.833333333333333
"ENSG00000168615",0.0438593363587551,1,4,0,0.666666666666672,0.833333333333333,0.666666666666667
"ENSG00000125743",0.0420513883313246,1,3,0,0.666666666666668,1,0.666666666666667
"ENSG00000162231",0.00470088307513622,1,4,0,0.666666067569941,1,0.833333333333333
"ENSG00000102572",0.00445240189150227,1,4,0,-0.658209809173575,0.833333333333333,0.833333333333333
"ENSG00000166275",5.31361373949128e-09,1,4,0,-0.655893015086838,1,1
"ENSG00000143418",0.0125520039707105,0.472545885344345,3,0,0.655543408876423,0.833333333333333,0.666666666666667
"ENSG00000164904",1.47065125256197e-07,1,7,0,-0.653616461261933,1,0.5
"ENSG00000182670",5.13591606515831e-10,1,6,0,-0.652989366555592,1,0.666666666666667
"ENSG00000108588",7.23345176532001e-08,0.0477559459864233,3,1,0.652037672866502,1,1
"ENSG00000121073",0.000150248250443346,1,4,0,-0.644018126422733,1,0.833333333333333
"ENSG00000101447",0.03331943834875,0.0327987694357945,3,1,-0.6431946642865,1,0.833333333333333
"ENSG00000169220",0.0210035666124969,1,4,0,-0.642226529771172,1,0.833333333333333
"ENSG00000140307",2.78771161094683e-18,4.1181628851133e-17,3,2,-0.641969358675376,1,1
"ENSG00000166164",3.5933205175349e-09,1,5,0,-0.639722553068857,1,0.833333333333333
"ENSG00000144802",0.0119666875173194,1,4,0,-0.638156400477975,1,0.833333333333333
"ENSG00000132128",0.0118863524707419,0.0109049729761182,3,1,-0.633777592076907,1,1
"ENSG00000178950",0.0014972984631591,1,5,0,0.632706043825904,0.833333333333333,0.833333333333333
"ENSG00000184432",7.63140109009048e-10,0.0191026433954641,4,1,-0.629410530146947,1,1
"ENSG00000172845",0.0010176668275617,0.00102741003886325,3,1,0.627427187893252,1,0.833333333333333
"ENSG00000166037",6.16515279286749e-05,0.189111430483082,4,0,0.62603193676794,1,0.666666666666667
"ENSG00000138777",0.000485310522763442,1,6,0,0.624995596134999,0.833333333333333,0.833333333333333
"ENSG00000106733",0.000544768897578493,0.193587342812123,6,0,0.623108107383583,1,0.666666666666667
"ENSG00000198668",1.36439085960057e-16,5.96200780489063e-06,3,2,0.622858518471746,1,1
"ENSG00000224259",0.018719139688105,0.00468611948086317,3,1,0.621119463804823,1,1
"ENSG00000198130",1.23551297961007e-06,1,8,0,-0.619317287621997,1,0.666666666666667
"ENSG00000092108",4.34301176310805e-09,1,7,0,0.618668608460988,1,0.833333333333333
"ENSG00000187954",2.22017358687614e-05,1,9,0,-0.615378772400103,1,1
"ENSG00000119950",3.38710832740945e-05,1,6,0,-0.615173663616516,1,0.5
"ENSG00000065809",6.25773925636496e-05,0.000886964575178015,7,1,-0.614333106821417,1,0.833333333333333
"ENSG00000149273",2.93004246278796e-245,0,2,2,-0.613847135343909,1,1
"ENSG00000132356",0.00107667445552327,0.605978381243024,4,0,0.613442205995921,1,1
"ENSG00000111371",0.0207597867699988,0.0134180887246302,4,1,0.612068228716645,1,1
"ENSG00000174021",4.66312965084076e-44,0,2,2,-0.610859566579662,1,1
"ENSG00000165175",2.18618994844072e-06,1,4,0,-0.609133477231055,1,1
"ENSG00000158234",0.00459530578847233,1,6,0,-0.603967800575789,1,0.833333333333333
"ENSG00000101782",0.00485068154578235,1,3,0,-0.599803757997419,1,0.833333333333333
"ENSG00000204220",0.0228240630062217,0.0394175076799336,4,1,0.597893298070392,0.833333333333333,0.833333333333333
"ENSG00000087903",0.0185963273127746,0.188818126655339,4,0,-0.596893538089264,1,0.833333333333333
"ENSG00000158850",0.04541156137388,0.964394838826384,3,0,0.595318068193487,0.833333333333333,0.833333333333333
"ENSG00000166869",2.15063203470806e-06,0.0871125881700244,4,0,-0.594460897563597,1,1
"ENSG00000106105",0.00390016818544376,1,5,0,0.588565898221766,0.833333333333333,0.833333333333333
"ENSG00000143398",0.00534225838915779,1,3,0,0.588354106687683,0.833333333333333,0.666666666666667
"ENSG00000214046",1.77306299834768e-07,1,9,0,0.58823385602024,1,0.833333333333333
"ENSG00000178951",1.33311033200559e-12,0.592004586117722,6,0,-0.58323706667028,1,1
"ENSG00000117475",0.0349981827703563,1,3,0,0.583202546391691,0.833333333333333,0.833333333333333
"ENSG00000171155",0.00184585476061344,0.923619318860919,3,0,0.579523926633948,1,1
"ENSG00000047457",1.93365508144253e-07,1,5,0,-0.578299703158382,1,0.666666666666667
"ENSG00000164172",0.00100225727112376,1,5,0,0.578068383226238,1,1
"ENSG00000006118",0.00461853724502268,0.104033302046611,3,0,0.577550475171565,1,0.833333333333333
"ENSG00000140455",7.56642756217404e-05,0.103395243392353,5,0,0.572616000261891,1,0.833333333333333
"ENSG00000263001",2.78340299667319e-10,0.0114575291563589,5,1,0.571088952262531,1,0.833333333333333
"ENSG00000077312",0.00235813036028646,1,4,0,0.569931388920416,1,1
"ENSG00000175221",0.00352788614475881,1,4,0,0.566382514239344,0.833333333333333,0.833333333333333
"ENSG00000122378",0.0136462457351083,0.00205707542473339,5,1,0.564454570379783,1,1
"ENSG00000141127",0.0195258346867269,0.0596777603850625,4,0,-0.563893443132804,1,0.833333333333333
"ENSG00000100650",3.49667098107669e-29,6.74130617023968e-16,6,1,-0.562100480315855,1,1
"ENSG00000129654",9.84207669158809e-08,0.00163425333132104,4,1,-0.560816172940527,1,1
"ENSG00000116661",9.37720390163738e-07,1,3,0,-0.560753709263068,1,1
"ENSG00000163399",1.1073626507751e-17,3.86035080157702e-10,5,1,-0.557788684509568,1,1
"ENSG00000152763",0.00057640733279011,1,5,0,0.557148811766596,1,0.833333333333333
"ENSG00000172590",0.0181088579875882,1,7,0,0.557081373050191,0.833333333333333,0.5
"ENSG00000117335",3.39704191863816e-05,0.0944465829292356,5,0,0.556864232956395,1,1
"ENSG00000178741",1.9653223246213e-32,1.86434511792612e-19,3,1,-0.556167316271629,1,1
"ENSG00000108963",0.00140295612122944,1,7,0,0.554584526523466,1,0.666666666666667
"ENSG00000138119",5.62495681765096e-08,1,5,0,0.553354474780218,1,0.833333333333333
"ENSG00000165698",2.73015472600837e-05,1,6,0,-0.549712461137414,1,0.666666666666667
"ENSG00000070756",7.74934004846603e-20,2.69860638154956e-05,6,1,-0.549102098243284,1,1
"ENSG00000156413",0.000546140027888121,1,6,0,0.5468463974673,1,0.5
"ENSG00000175110",0.00659784059375596,0.00184946130172959,5,1,0.546231805667614,1,1
"ENSG00000107372",8.27160195671984e-05,0.645897001174127,5,0,-0.54421972580223,1,1
"ENSG00000204385",2.79506963152935e-17,0.0922736526284341,4,0,-0.543646287758035,1,1
"ENSG00000164733",3.37908431195263e-20,0.018833737634423,7,1,0.542228041516726,1,0.833333333333333
"ENSG00000120860",0.000800247583378718,0.000759629782890862,3,1,-0.541772130485206,1,1
"ENSG00000149196",1.96641297778212e-08,1,4,0,-0.540927010210747,1,0.833333333333333
"ENSG00000150403",0.037277020868641,1,4,0,0.540250326534715,1,1
"ENSG00000186710",0.0026517161587507,0.000495983390115652,4,1,0.536782350250185,1,1
"ENSG00000095787",0.000699174536367162,1,5,0,-0.535320076321009,0.833333333333333,0.666666666666667
"ENSG00000079805",0.000401692074118816,1,5,0,0.533333480402128,1,0.833333333333333
"ENSG00000029363",6.00842435792674e-08,1,6,0,0.532162880075307,1,0.666666666666667
"ENSG00000137699",9.11334847248747e-05,0.00197385618495309,5,1,0.529721332169397,1,1
"ENSG00000115561",3.56271112954805e-11,1,5,0,0.529629372237929,1,1
"ENSG00000100979",0.000405013355888345,0.233660516867879,5,0,0.529517077401832,1,0.833333333333333
"ENSG00000157637",0.0069854533612627,0.145377607557319,4,0,-0.527884735961573,1,0.5
"ENSG00000138772",2.84506185241027e-20,1,5,0,-0.525840633682815,1,1
"ENSG00000168259",5.92653865937226e-06,2.31591297116879e-05,3,1,-0.52537709978126,0.833333333333333,0.833333333333333
"ENSG00000136147",0.0105871091882412,0.091666719561214,5,0,-0.523140351022372,1,0.833333333333333
"ENSG00000109339",0.0257769457797241,0.071633780602247,8,0,0.518755824752703,1,1
"ENSG00000108946",0.00220966044008813,0.0452056947181078,6,1,0.51751987554834,1,0.833333333333333
"ENSG00000108384",0.000803791166871323,1,5,0,-0.51562119721085,0.833333333333333,0.833333333333333
"ENSG00000181163",0.0153141535137982,0.045741498683091,3,1,-0.515525092629368,1,1
"ENSG00000111328",2.11005557440609e-08,1,4,0,-0.513888163207804,1,0.833333333333333
"ENSG00000120438",4.60711002680627e-08,0.000833016272754633,3,1,0.513652747273059,1,1
"ENSG00000203875",4.03228631061713e-06,1.99546461082761e-05,6,1,0.511835050290823,1,1
"ENSG00000169609",0.00983203934100316,1,5,0,0.511260848184046,1,0.666666666666667
"ENSG00000280071",0.0128287925428905,1,3,0,-0.509711222416376,1,1
"ENSG00000025708",1.96641297778212e-08,1.65007173360696e-05,5,1,-0.508618869513099,1,1
"ENSG00000185650",8.20483524160081e-08,1,5,0,0.508242148351412,1,1
"ENSG00000086666",8.14555415046849e-05,0.00151679230034801,7,1,-0.505016515662448,1,1
"ENSG00000117395",9.35774109340319e-12,1,5,0,0.504952073745132,1,1
"ENSG00000004961",0.000223445844373848,1,7,0,-0.504483623781757,0.833333333333333,0.666666666666667
"ENSG00000115380",0.0153399134897548,0.0798594783725897,6,0,0.50353683394285,0.833333333333333,0.833333333333333
"ENSG00000143811",0.00893332936787742,1,3,0,0.50330558019523,1,0.833333333333333
"ENSG00000258752",0.000140704182537682,0.424324874375083,3,0,0.502780917959208,1,1
"ENSG00000114544",0.0230319205740894,1,3,0,-0.500692746909799,1,0.833333333333333
"ENSG00000278311",0.00106461506058498,1,5,0,0.50000069295434,1,0.666666666666667
"ENSG00000115464",0.00651497825370379,1,4,0,0.499999999999992,1,0.666666666666667
"ENSG00000285437",0.00115090427475689,1,8,0,0.49999977427059,1,0.5
"ENSG00000175029",2.18767504270433e-05,1,8,0,0.499998045204573,1,0.5
"ENSG00000117226",0.0329398351340441,1,5,0,-0.499796354850211,0.833333333333333,0.666666666666667
"ENSG00000100592",2.85651630354099e-05,1,4,0,0.49977106850893,1,1
"ENSG00000150779",8.88116864839627e-05,0.0964708045714407,4,0,-0.499427439586865,1,1
"ENSG00000013275",1.99765244210553e-10,0,2,2,-0.499305655564475,1,1
"ENSG00000214022",0.00057640733279011,1,5,0,0.499173628055738,1,0.833333333333333
"ENSG00000106682",0.000842546344014861,0.00277695747877119,3,1,-0.498981118099864,0.833333333333333,0.833333333333333
"ENSG00000103495",6.52792111364432e-05,1,10,0,0.497825548400689,1,0.666666666666667
"ENSG00000183742",3.56624289122307e-05,1,5,0,0.497566000430962,1,1
"ENSG00000105894",0.0412995241166214,0.0692131781566606,3,0,-0.494630310373133,0.833333333333333,0.833333333333333
"ENSG00000155438",1.56147509823552e-05,0.0579238893357405,5,0,-0.490130341891084,1,1
"ENSG00000260916",0.000499945132282552,1,5,0,0.489635930527424,1,1
"ENSG00000166710",1.07945559514507e-22,1,7,0,-0.487135706265462,1,1
"ENSG00000245694",7.24741813446639e-12,1.99280941520228e-05,8,1,0.481164385887407,1,1
"ENSG00000125944",2.29042652044537e-13,1,8,0,0.48057680721756,1,0.833333333333333
"ENSG00000140416",0.0151241727841236,0.0155491065067641,3,1,0.478246873190042,1,0.833333333333333
"ENSG00000230124",2.3235526720546e-08,1,5,0,-0.477717358021399,1,1
"ENSG00000108587",2.88956630895394e-06,1,5,0,0.475347547010192,1,1
"ENSG00000143977",9.2875775660926e-14,2.58411835133111e-09,3,1,0.473444683269296,1,1
"ENSG00000150093",8.42539628869028e-08,0.142966844208949,4,0,0.472176064925132,1,1
"ENSG00000105223",0.00395537613183126,1,8,0,0.472009038941488,1,0.666666666666667
"ENSG00000134574",0.000761303760521888,1,7,0,-0.470585137415408,1,0.833333333333333
"ENSG00000197641",0.0225430005170398,1,5,0,0.468963866711461,1,0.833333333333333
"ENSG00000135951",0.00269782705368381,1,6,0,0.466666550874193,1,0.833333333333333
"ENSG00000004455",0.000104683065043848,0.00233582031085118,4,1,-0.466606688631311,0.833333333333333,0.833333333333333
"ENSG00000147889",4.29452915843897e-21,1,10,0,0.465351283726688,1,0.833333333333333
"ENSG00000120992",3.84797145391138e-07,0.00233535117489726,6,1,0.464360235394138,1,1
"ENSG00000110619",0.00354934974040358,1,5,0,0.464266432536378,1,0.833333333333333
"ENSG00000146223",9.98804775819853e-06,1,9,0,-0.460929891831211,1,0.666666666666667
"ENSG00000129255",0.0451081004144601,0.164243293765728,3,0,-0.457590275106418,1,0.833333333333333
"ENSG00000171867",0.00936549644096859,0,2,2,-0.456326764034269,1,1
"ENSG00000184584",0.00640540872571606,0.0122526029543967,7,1,0.455359003087825,1,1
"ENSG00000169228",0.00549255417169656,0.8598994342995,6,0,-0.45500362063142,0.833333333333333,0.5
"ENSG00000072110",3.22026112050478e-06,1,4,0,-0.454866492557904,1,1
"ENSG00000104687",0.00913402541875678,0.996117692052665,5,0,0.45485718170281,0.833333333333333,0.5
"ENSG00000111907",6.5726924663581e-08,0.0206917177674276,5,1,0.454752145866846,1,1
"ENSG00000177106",0.00375601827814327,0.639397448497029,7,0,-0.451611223748373,1,0.833333333333333
"ENSG00000112539",3.2584258599967e-06,0.430567487817807,8,0,0.44999777307152,1,1
"ENSG00000129187",0.0219310368594777,1,6,0,0.446961993831001,1,0.666666666666667
"ENSG00000188938",0.0213120615356253,1,5,0,0.442754695617914,1,1
"ENSG00000234545",8.7313071060854e-06,1,6,0,0.441722774521472,1,0.666666666666667
"ENSG00000155287",0.04541156137388,1,4,0,0.438142071820489,0.833333333333333,0.666666666666667
"ENSG00000180398",3.14316526222925e-05,1,9,0,0.437498674706162,1,0.833333333333333
"ENSG00000143321",0.00566526663455662,0.0271273198360571,4,1,0.433600118609471,1,1
"ENSG00000100722",0.032626725513619,1,5,0,0.432522316960274,1,0.833333333333333
"ENSG00000239672",1.31955798985594e-05,0.00116637660990817,4,1,-0.428692927009534,1,1
"ENSG00000170571",0.0166811363777841,1,4,0,-0.427849384948182,1,1
"ENSG00000105856",0.00145822718687504,0.223048294207034,4,0,0.425519712038351,1,1
"ENSG00000102144",2.87648287981502e-06,1.53705685352009e-07,3,2,-0.42423222823468,1,1
"ENSG00000175279",0.0100268025259406,1,7,0,0.424102636418754,1,1
"ENSG00000160211",0.034978570991008,0.0499728108463265,4,1,-0.423398872068342,1,0.833333333333333
"ENSG00000183844",0.0210035666124969,0.0229130367580284,3,1,0.42285016005125,1,1
"ENSG00000174243",0.00198577928945579,1,3,0,0.419867368400403,1,0.833333333333333
"ENSG00000116285",0.00962204655066842,0.0241701910123831,4,1,0.419830791704376,1,1
"ENSG00000122026",1.90379945119168e-64,1.75889538659911e-39,4,1,0.419583778580892,1,1
"ENSG00000135363",0.00429562753395649,0.12832281770209,4,0,0.416666895808022,1,0.833333333333333
"ENSG00000122490",0.00449324247722848,1,5,0,0.415287246163091,1,1
"ENSG00000103005",0.0448994123767861,1,4,0,-0.412631986747922,0.833333333333333,0.833333333333333
"ENSG00000176386",0.00402061729586067,0,2,2,0.409084118155333,1,1
"ENSG00000149547",0.00230171017616753,1,7,0,0.408591001847373,1,1
"ENSG00000133265",7.03009649345011e-05,0.000737548511073973,5,1,-0.407294009429933,1,1
"ENSG00000150753",1.3445041577872e-07,4.73270759380677e-08,3,1,0.405279094402798,1,1
"ENSG00000197930",7.02972953607701e-06,0.10500216955712,5,0,-0.405026869731556,1,1
"ENSG00000143622",0.0258012438364911,0.775191660800852,5,0,0.404937118491011,1,0.833333333333333
"ENSG00000119801",2.41937834431399e-06,1,7,0,0.403871436274216,1,0.833333333333333
"ENSG00000114209",3.28268226062989e-06,0.0718639153256391,6,0,0.403470711098944,1,0.833333333333333
"ENSG00000141198",0.0295396764552566,1,4,0,0.4,0.833333333333333,0.833333333333333
"ENSG00000148719",0.00470088307513622,0.308656308684053,7,0,0.399235463627685,1,0.666666666666667
"ENSG00000175550",3.20737870686598e-11,1,4,0,0.398020782293138,1,1
"ENSG00000132424",0.0407332438639409,0.663449947209829,6,0,0.393365512536535,1,0.833333333333333
"ENSG00000073584",3.32959321390192e-06,1,11,0,0.391303739143834,1,0.833333333333333
"ENSG00000281649",8.04474188634703e-05,0.663673200275471,7,0,0.391114390944588,1,0.833333333333333
"ENSG00000084764",0.0184245939164404,1,6,0,-0.389588904389964,1,0.666666666666667
"ENSG00000164442",0.00479627636784134,0.0190898235697922,4,1,-0.389392785225322,1,1
"ENSG00000060237",0.00313354072923447,1,4,0,-0.389060267595959,1,1
"ENSG00000080823",0.00412009470400041,1,5,0,0.38462175740457,1,0.833333333333333
"ENSG00000154582",9.95036516003424e-06,1,10,0,-0.383683999171178,1,0.833333333333333
"ENSG00000145919",0.00753333389881726,0,2,2,-0.382913750202264,1,1
"ENSG00000120742",9.95036516003424e-06,1,6,0,-0.382881628674381,1,1
"ENSG00000175756",0.0254021009074249,0.00321049744451287,4,2,-0.382314826008631,1,1
"ENSG00000183255",0.0403118896372054,1,5,0,-0.381661400815902,1,0.833333333333333
"ENSG00000153113",1.15643753924764e-05,0.0871208743850375,8,0,-0.378378148878961,1,0.833333333333333
"ENSG00000124155",0.0142347585317931,1,5,0,0.377954801526818,1,0.833333333333333
"ENSG00000065054",8.87266115727884e-05,1,5,0,-0.377373952023697,1,1
"ENSG00000104067",0.03331943834875,1,3,0,-0.376195424898551,1,1
"ENSG00000104529",2.3235526720546e-08,1.26185991573876e-08,4,2,-0.368961938952927,1,1
"ENSG00000072210",5.57517582660401e-05,1,8,0,-0.367756594164551,1,1
"ENSG00000137818",1.99226047899507e-09,3.05954596747652e-08,4,2,-0.365184164962164,1,1
"ENSG00000146701",0.000669729888248464,0.000879486841069704,3,2,-0.365075107494921,1,1
"ENSG00000157916",0.0293232939478016,0.00767694255385904,4,1,0.362862637486263,1,1
"ENSG00000089737",0.0121120628701379,0.135822096307864,5,0,0.36243190513836,1,1
"ENSG00000110321",1.18799558509281e-06,0.0361564913399946,7,1,-0.362270630424642,1,1
"ENSG00000129636",0.0477825020790809,1,4,0,0.361985424805979,1,1
