"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Suprabasal_UK_72hpi_adult_Infected-Suprabasal_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000197728"	"ENSG00000197728"	1.28607096496857e-30	1.05198130371638e-32	3	3	0.916261565441215	1	1
"ENSG00000170477"	"ENSG00000170477"	1.73118740706177e-36	5.86370472422958e-26	4	1	-0.381192459063382	1	1
"ENSG00000104529"	"ENSG00000104529"	3.12716260739076e-27	7.9130704272369e-23	4	2	-0.3537437016791	1	1
"ENSG00000110958"	"ENSG00000110958"	1.26514197077595e-26	2.55429402047506e-22	3	1	-0.422292045833272	1	1
"ENSG00000169567"	"ENSG00000169567"	7.09012222114082e-40	3.60838713073568e-21	5	1	-0.851416677324741	1	1
"ENSG00000129235"	"ENSG00000129235"	2.53704101525386e-34	2.78756403904797e-20	4	1	0.786431392279418	1	1
"ENSG00000110492"	"ENSG00000110492"	2.94496889790937e-42	6.35895308616861e-20	4	1	-0.350459592484968	1	1
"ENSG00000203875"	"ENSG00000203875"	6.09680364396545e-16	1.30126576660032e-18	5	2	0.444046578660971	1	1
"ENSG00000144381"	"ENSG00000144381"	4.45164144156219e-19	9.78624708841563e-17	3	1	-0.457626839599938	1	1
"ENSG00000104164"	"ENSG00000104164"	6.766175354687e-15	8.60060358465657e-16	3	2	0.296110988012153	1	1
"ENSG00000130164"	"ENSG00000130164"	2.17734117754222e-19	2.49108943229269e-15	3	1	-0.930408287310243	1	0.833333333333333
"ENSG00000115310"	"ENSG00000115310"	1.29771200060484e-55	4.52643419892681e-15	6	1	0.418207702665734	1	1
"ENSG00000160180"	"ENSG00000160180"	6.27311466776503e-42	5.12838944165768e-15	3	1	-0.481564706450398	1	1
"ENSG00000100129"	"ENSG00000100129"	6.48838591686477e-67	5.34124724145979e-15	4	1	0.747849888738791	1	1
"ENSG00000105519"	"ENSG00000105519"	2.47860526097752e-27	1.01429312377742e-14	7	3	-0.404041897916392	1	1
"ENSG00000109180"	"ENSG00000109180"	3.64277547342901e-14	1.02594710783735e-14	4	1	0.38771479300435	1	1
"ENSG00000172809"	"ENSG00000172809"	1.72769393113288e-12	1.35668353021217e-14	6	2	0.714327950661509	1	1
"ENSG00000110536"	"ENSG00000110536"	1.47110374830666e-16	5.02655748841216e-14	6	1	-0.792704589551771	1	1
"ENSG00000117394"	"ENSG00000117394"	1.04328660909525e-17	7.63950422610769e-14	3	1	-0.705595081519916	1	1
"ENSG00000204220"	"ENSG00000204220"	7.69877641306267e-14	1.48176475842046e-13	5	2	-0.569335244530399	1	1
"ENSG00000245532"	"ENSG00000245532"	5.35971940559533e-28	3.05253727736632e-13	4	3	0.365354683363485	1	1
"ENSG00000111843"	"ENSG00000111843"	6.83783571680068e-24	3.30878251575127e-13	3	1	0.316438286432629	1	1
"ENSG00000150753"	"ENSG00000150753"	2.0644670448156e-23	1.81097052924796e-12	3	1	-0.345289445518628	1	1
"ENSG00000258752"	"ENSG00000258752"	1.36243091355116e-12	4.42435356401972e-12	3	1	-0.548093245205095	1	1
"ENSG00000004455"	"ENSG00000004455"	4.56321364766992e-14	4.49468390228382e-12	4	1	-0.614988941436811	1	1
"ENSG00000137975"	"ENSG00000137975"	1.28796554861527e-22	4.8559866448511e-12	3	1	0.768313814739179	1	1
"ENSG00000181163"	"ENSG00000181163"	3.87225752355138e-11	5.36214271346817e-12	3	1	0.544811069311262	1	1
"ENSG00000204385"	"ENSG00000204385"	2.36426273095064e-25	5.86423962626085e-12	4	1	0.622222319220334	1	1
"ENSG00000182196"	"ENSG00000182196"	7.77763799469905e-48	7.05684420100089e-12	5	1	-0.444443848252597	1	1
"ENSG00000260916"	"ENSG00000260916"	1.65280398280629e-16	1.4274099104003e-11	4	1	-0.742742724751593	1	0.833333333333333
"ENSG00000196344"	"ENSG00000196344"	1.23013488683002e-47	5.71967808357167e-11	6	1	0.255958797369248	1	1
"ENSG00000107372"	"ENSG00000107372"	1.16600376070853e-12	6.3987823058905e-11	5	1	0.566286296629443	1	1
"ENSG00000102144"	"ENSG00000102144"	1.11344868925558e-09	7.25794120186539e-11	3	2	-0.436628257027465	1	1
"ENSG00000173272"	"ENSG00000173272"	1.60201322135349e-22	9.66096975271656e-11	3	1	-0.243390018044874	1	1
"ENSG00000124795"	"ENSG00000124795"	5.3787868980619e-12	4.34454408624988e-10	4	1	0.670251083350752	1	1
"ENSG00000130254"	"ENSG00000130254"	1.57451944341958e-11	6.63025802661483e-10	5	1	-0.746784028885369	1	0.833333333333333
"ENSG00000188529"	"ENSG00000188529"	1.74791425392015e-22	1.03276433749911e-09	9	2	0.541269435816697	1	1
"ENSG00000063660"	"ENSG00000063660"	2.56104213417841e-11	1.1069738534881e-09	3	1	-0.598918296440546	1	1
"ENSG00000157778"	"ENSG00000157778"	2.84646355192029e-21	1.76101163314602e-09	6	1	0.580281698069732	1	1
"ENSG00000101144"	"ENSG00000101144"	1.08644552811171e-09	5.50293201914082e-09	3	1	-0.638736823160492	1	1
"ENSG00000122545"	"ENSG00000122545"	4.72540826968289e-38	7.48886256911893e-09	5	1	-0.352046594503164	1	1
"ENSG00000041357"	"ENSG00000041357"	1.08291933867647e-25	8.10438837548942e-09	5	2	0.706668685300403	1	1
"ENSG00000143549"	"ENSG00000143549"	3.87968219753918e-21	9.48497381268838e-09	8	1	0.39927262961161	1	1
"ENSG00000116459"	"ENSG00000116459"	1.69416815240385e-13	1.03163452206662e-08	3	1	0.912854763924012	1	1
"ENSG00000263001"	"ENSG00000263001"	3.77296508791937e-11	2.05432425015059e-08	3	1	-0.840027045263801	1	1
"ENSG00000115963"	"ENSG00000115963"	5.14514610107518e-08	3.33828136796618e-08	5	2	0.318546024287173	1	1
"ENSG00000127022"	"ENSG00000127022"	7.98962057167748e-20	3.40175937919626e-08	5	1	0.434994857923172	1	1
"ENSG00000173171"	"ENSG00000173171"	1.29328646944576e-07	5.04128125180311e-08	5	2	-0.57282488747092	1	1
"ENSG00000163584"	"ENSG00000163584"	1.16880580681313e-15	5.28621163869847e-08	3	1	-0.226548753035549	1	1
"ENSG00000104964"	"ENSG00000104964"	2.61360483645807e-26	8.04362691879889e-08	6	1	-0.266295069868189	1	1
"ENSG00000089693"	"ENSG00000089693"	9.62299379682211e-10	8.34000836692694e-08	4	2	0.890109889984575	1	0.833333333333333
"ENSG00000126524"	"ENSG00000126524"	7.72980002157697e-23	8.7789313731861e-08	5	1	0.306974630007209	1	1
"ENSG00000118705"	"ENSG00000118705"	9.53171779954398e-10	1.29924381463081e-07	3	1	-0.358595524479187	1	1
"ENSG00000049449"	"ENSG00000049449"	1.1029767090889e-15	1.46295431833368e-07	4	1	0.705881002588353	1	1
"ENSG00000147889"	"ENSG00000147889"	1.07576352288841e-115	2.20830219053416e-07	11	1	-0.309999999234822	1	1
"ENSG00000067836"	"ENSG00000067836"	2.63316287434005e-06	3.38984854270337e-07	4	1	-0.382843251773069	1	1
"ENSG00000147400"	"ENSG00000147400"	2.78477550128391e-07	4.12521482834444e-07	3	1	-0.281806595635504	1	1
"ENSG00000174444"	"ENSG00000174444"	3.18972862742312e-14	4.23072954684853e-07	3	2	0.966348157369535	1	0.833333333333333
"ENSG00000023191"	"ENSG00000023191"	6.57161706562899e-07	8.53262981870202e-07	6	1	0.198341570494383	1	1
"ENSG00000113811"	"ENSG00000113811"	4.04963661157188e-06	1.09766486206805e-06	3	2	0.406889141558216	1	1
"ENSG00000172785"	"ENSG00000172785"	3.21259826091699e-22	1.19179960634861e-06	9	1	-0.467412947630695	1	1
"ENSG00000196776"	"ENSG00000196776"	6.35322035293149e-08	1.21091533067516e-06	4	1	0.387565850470966	1	1
"ENSG00000172831"	"ENSG00000172831"	1.27803555459746e-11	1.31608324499732e-06	4	1	0.642275807317115	1	1
"ENSG00000044115"	"ENSG00000044115"	1.44290906422592e-13	1.85779758019724e-06	6	1	0.545874235955853	1	1
"ENSG00000011009"	"ENSG00000011009"	3.26115225835474e-08	1.99479408981446e-06	5	1	0.427005444797701	1	1
"ENSG00000128951"	"ENSG00000128951"	4.51406497494946e-06	2.68134265462703e-06	4	2	-0.496969390143666	1	1
"ENSG00000163466"	"ENSG00000163466"	1.97325231067584e-26	3.02039399096652e-06	5	1	0.163136727508025	1	1
"ENSG00000101608"	"ENSG00000101608"	9.68680329379053e-17	4.10411812845238e-06	4	1	0.197127622942701	1	1
"ENSG00000122644"	"ENSG00000122644"	9.22242956403284e-16	4.47937935580614e-06	6	1	0.295354570323181	1	1
"ENSG00000171867"	"ENSG00000171867"	4.70151507607126e-09	5.46463197911401e-06	3	1	-0.443276474340624	1	1
"ENSG00000136827"	"ENSG00000136827"	5.60964928247202e-08	6.32749003327891e-06	4	1	0.663776622578706	1	1
"ENSG00000113712"	"ENSG00000113712"	1.92100588312542e-50	7.28731175877263e-06	12	1	0.26317248991589	1	1
"ENSG00000136261"	"ENSG00000136261"	2.38072978149309e-15	8.78831290746648e-06	6	1	-0.433473993384925	1	1
"ENSG00000166164"	"ENSG00000166164"	3.11419411310159e-10	9.61956105378003e-06	6	1	-0.567040343161542	1	1
"ENSG00000135821"	"ENSG00000135821"	1.52558780431742e-09	9.77113653151403e-06	4	1	-0.180830377544787	1	1
"ENSG00000067182"	"ENSG00000067182"	9.66296692353316e-13	1.16319678031997e-05	3	1	0.497150593197675	1	1
"ENSG00000143353"	"ENSG00000143353"	9.17800976066585e-20	1.51354477993072e-05	7	1	-0.733035921888516	1	1
"ENSG00000090263"	"ENSG00000090263"	0.00024498795710247	2.11030746783969e-05	3	1	-0.17744182289343	1	1
"ENSG00000127125"	"ENSG00000127125"	0.000192212861655128	2.18785459404526e-05	5	1	0.224298813875448	1	1
"ENSG00000204618"	"ENSG00000204618"	1.10783957897893e-12	2.59003943951518e-05	4	1	0.529922195386506	1	1
"ENSG00000213246"	"ENSG00000213246"	0.000111585615328384	2.62091949350261e-05	4	1	-0.408644302420834	1	1
"ENSG00000129625"	"ENSG00000129625"	4.71981781820591e-16	3.08592694369314e-05	3	1	0.26892244054135	1	1
"ENSG00000196872"	"ENSG00000196872"	1.2054413702778e-11	3.322086895904e-05	5	1	-0.593749421884113	1	1
"ENSG00000105835"	"ENSG00000105835"	0.000278819076485404	3.32766771248418e-05	5	2	0.440886081238701	1	1
"ENSG00000155066"	"ENSG00000155066"	3.21060719993561e-07	4.44834390401242e-05	4	1	-0.695018097253005	1	1
"ENSG00000157916"	"ENSG00000157916"	0.000480542356570545	4.72218210497028e-05	3	1	0.237124864739151	1	1
"ENSG00000051620"	"ENSG00000051620"	0.000445669251962544	4.98792901927544e-05	3	1	0.190647423103599	1	1
"ENSG00000006625"	"ENSG00000006625"	0.000368656127103179	5.15099255536686e-05	3	2	-0.224665673520527	1	1
"ENSG00000130560"	"ENSG00000130560"	0.000120844434098457	5.54311592511203e-05	3	1	0.267008995648761	1	1
"ENSG00000266412"	"ENSG00000266412"	2.58947543805828e-16	6.8097974280583e-05	8	2	0.577777521427552	1	1
"ENSG00000165949"	"ENSG00000165949"	0.000390632760917076	6.94449259238301e-05	3	1	0.193889257855888	1	1
"ENSG00000178057"	"ENSG00000178057"	8.72093251137408e-43	7.04075580293125e-05	4	1	-0.593549021337468	1	1
"ENSG00000123358"	"ENSG00000123358"	3.02847630760425e-06	7.25788863342691e-05	8	1	-0.572852827169332	1	0.833333333333333
"ENSG00000068903"	"ENSG00000068903"	7.57358061816998e-05	7.60303894496063e-05	3	1	-0.685650684507352	1	1
"ENSG00000143321"	"ENSG00000143321"	3.04846614306537e-05	7.79846382447698e-05	5	1	0.472686386572233	1	1
"ENSG00000183844"	"ENSG00000183844"	3.32573769376489e-06	7.80095481529109e-05	4	1	0.382947059067734	1	1
"ENSG00000073578"	"ENSG00000073578"	6.93350782056776e-35	7.80168205700968e-05	5	1	-0.548737390309841	1	1
"ENSG00000171311"	"ENSG00000171311"	6.35322035293149e-08	7.829078351481e-05	4	1	-0.845133743551231	1	0.833333333333333
"ENSG00000105568"	"ENSG00000105568"	9.99095675868419e-06	8.38884935983763e-05	3	1	-0.298460879183657	1	1
"ENSG00000270647"	"ENSG00000270647"	1.87360712973716e-10	9.54608606121004e-05	6	1	0.407882357254766	1	1
"ENSG00000168374"	"ENSG00000168374"	9.38915412195113e-06	9.87353357423821e-05	3	1	-0.205754098692964	1	1
"ENSG00000278558"	"ENSG00000278558"	3.76890013069829e-06	9.91853150315114e-05	4	1	-0.682800031688001	1	0.833333333333333
"ENSG00000103342"	"ENSG00000103342"	4.00597159307022e-08	0.000107182851238332	4	1	-0.749242620629537	1	0.833333333333333
"ENSG00000128245"	"ENSG00000128245"	0.00120018651313026	0.000140092129187049	3	2	0.19838723870515	1	1
"ENSG00000102225"	"ENSG00000102225"	3.60976565237069e-06	0.000148966800734651	5	1	-0.654760523140983	1	1
"ENSG00000164733"	"ENSG00000164733"	2.31082537716053e-55	0.000180290120562473	7	1	-0.507662464520904	1	1
"ENSG00000185499"	"ENSG00000185499"	1.96252474038514e-11	0.000183853579098601	6	1	-0.329002080604655	1	1
"ENSG00000106617"	"ENSG00000106617"	1.46152447968047e-06	0.000207223967365278	4	1	-0.586631218999006	1	1
"ENSG00000166145"	"ENSG00000166145"	8.05929188999339e-18	0.000214343480255995	7	1	0.362678143722838	1	1
"ENSG00000197746"	"ENSG00000197746"	8.95993125170537e-05	0.000298532699732041	3	1	0.437238931807466	1	1
"ENSG00000142687"	"ENSG00000142687"	9.03535156256151e-06	0.000338872783557936	4	1	0.582376015899423	1	1
"ENSG00000168615"	"ENSG00000168615"	0.000884469660117559	0.00034668598648679	5	1	0.650245194557207	1	1
"ENSG00000184831"	"ENSG00000184831"	0.000674810056979518	0.000429320821203153	4	1	-0.381694947045029	1	1
"ENSG00000137996"	"ENSG00000137996"	9.28015493626279e-12	0.000434570533484699	5	1	-0.51110983880485	1	1
"ENSG00000254986"	"ENSG00000254986"	0.00014611196036492	0.000488613005359701	4	1	0.407962692738571	1	1
"ENSG00000105968"	"ENSG00000105968"	0.00654819306637369	0.000535007098621366	4	1	-0.218166207535591	1	1
"ENSG00000117523"	"ENSG00000117523"	1.63355350858187e-08	0.000539150552776527	5	2	-0.708332890825528	1	0.833333333333333
"ENSG00000025708"	"ENSG00000025708"	1.12319239959081e-13	0.000540011295543836	5	1	0.413783785617099	1	1
"ENSG00000104695"	"ENSG00000104695"	0.00105899777347809	0.000611140813969484	3	1	0.318220864684248	1	1
"ENSG00000182944"	"ENSG00000182944"	7.82639757279325e-12	0.000619267505699391	11	1	-0.316857923587334	1	1
"ENSG00000129654"	"ENSG00000129654"	8.56247341023808e-10	0.000638776559293472	3	1	0.435287732008378	1	1
"ENSG00000115129"	"ENSG00000115129"	1.79128811848474e-09	0.000647692900536132	8	1	-0.434745935496363	1	1
"ENSG00000184110"	"ENSG00000184110"	2.15750033992669e-16	0.000687362139497453	5	1	0.343519172346502	1	1
"ENSG00000096093"	"ENSG00000096093"	6.19016769569651e-22	0.000704335576000805	8	1	-0.554885176269876	1	1
"ENSG00000198830"	"ENSG00000198830"	4.85568929477383e-40	0.000738192481745791	7	1	0.827935029235531	1	1
"ENSG00000164713"	"ENSG00000164713"	0.00076172133535951	0.000747235103017582	3	1	0.234639471289493	1	1
"ENSG00000115806"	"ENSG00000115806"	7.73767479138385e-06	0.000786626783786202	3	1	0.513171575162142	1	1
"ENSG00000177994"	"ENSG00000177994"	0.00157545844580442	0.000795865775874778	3	1	0.778696876260733	1	0.666666666666667
"ENSG00000185187"	"ENSG00000185187"	0.000172153681502839	0.000878681226913557	5	1	-0.363693090677761	1	1
"ENSG00000135363"	"ENSG00000135363"	6.91566179966941e-20	0.000907212038861335	5	2	0.461538534791183	1	1
"ENSG00000108963"	"ENSG00000108963"	0.000479619116970374	0.000912876332160171	4	1	0.54166653748631	1	1
"ENSG00000114544"	"ENSG00000114544"	8.15436320617776e-08	0.00104150556726026	4	1	0.496456161967409	1	1
"ENSG00000177459"	"ENSG00000177459"	2.20089654995815e-10	0.00119262953405579	3	2	-0.578058945260058	1	1
"ENSG00000037474"	"ENSG00000037474"	0.0013509268254178	0.00121420747019229	3	1	-0.534293170992056	1	1
"ENSG00000176153"	"ENSG00000176153"	6.96505615610779e-05	0.00128973210284371	3	1	-0.183563028412595	1	1
"ENSG00000149196"	"ENSG00000149196"	3.16719819815909e-26	0.00129130182214286	3	1	0.701026388131865	1	1
"ENSG00000153187"	"ENSG00000153187"	4.80846958356207e-05	0.00143064548695731	4	1	0.586665270588049	1	1
"ENSG00000049759"	"ENSG00000049759"	0.00101419150975475	0.00144085985631921	6	1	0.322605081475739	1	1
"ENSG00000134398"	"ENSG00000134398"	0.0046000169738801	0.00146786976432634	4	1	0.476938101936197	1	1
"ENSG00000104881"	"ENSG00000104881"	1.44075383145711e-07	0.00155691496204005	5	1	0.525640240273475	1	1
"ENSG00000204381"	"ENSG00000204381"	5.42703024100263e-10	0.00169427412447394	4	1	-0.874935328532097	1	0.666666666666667
"ENSG00000123992"	"ENSG00000123992"	0.0043191014635825	0.00170198136445136	7	1	0.303389257053472	1	1
"ENSG00000160789"	"ENSG00000160789"	0.00547073277927635	0.00174172695282088	3	1	-0.182232561231318	1	1
"ENSG00000197982"	"ENSG00000197982"	0.00816980998180685	0.00180202705001358	3	2	0.286761308223525	1	1
"ENSG00000128626"	"ENSG00000128626"	1.35837651648137e-13	0.0018045984328943	4	1	-0.903785553279981	0.833333333333333	0.833333333333333
"ENSG00000155438"	"ENSG00000155438"	0.00072233120747559	0.00187948539630747	4	1	0.404700733895059	1	1
"ENSG00000113282"	"ENSG00000113282"	3.30552181447219e-05	0.00192471521765957	7	1	0.396188534398099	1	1
"ENSG00000162613"	"ENSG00000162613"	6.02188283772235e-06	0.00192947258765023	5	1	0.489847705092655	1	1
"ENSG00000115520"	"ENSG00000115520"	7.65257239902569e-06	0.00197290733085334	3	1	0.79806732220017	1	1
"ENSG00000139537"	"ENSG00000139537"	2.60213958466209e-07	0.00207985874970219	4	1	0.603499536014852	1	1
"ENSG00000159346"	"ENSG00000159346"	9.80950668903647e-10	0.00216679385465074	3	1	-0.464231288967328	1	1
"ENSG00000185049"	"ENSG00000185049"	0.000454934046672333	0.00220868428674708	4	1	-0.552334074015178	1	1
"ENSG00000161921"	"ENSG00000161921"	4.10543733774341e-07	0.0022596605601753	5	1	0.194017563400429	1	1
"ENSG00000138744"	"ENSG00000138744"	2.50303865385544e-05	0.00232416426374897	6	1	-0.496438371619093	1	1
"ENSG00000103811"	"ENSG00000103811"	0.00580225585303848	0.00233989537273305	3	1	0.65333366044999	1	1
"ENSG00000087460"	"ENSG00000087460"	7.86332651861242e-38	0.00236313348605965	9	1	-0.320647962137679	1	1
"ENSG00000197912"	"ENSG00000197912"	2.12169812763347e-07	0.00244584457593658	7	1	0.503031077036733	0.833333333333333	0.833333333333333
"ENSG00000067082"	"ENSG00000067082"	0.0114246625916409	0.002599781418669	3	1	0.326232623209137	1	1
"ENSG00000100413"	"ENSG00000100413"	0.00404203136368775	0.00279272514130444	4	1	0.764523445177616	1	0.666666666666667
"ENSG00000141510"	"ENSG00000141510"	0.000216256880944312	0.00292580011536572	4	1	0.631962155317339	1	0.833333333333333
"ENSG00000131188"	"ENSG00000131188"	0.013743399456051	0.00295301434451087	3	2	-0.246305213182003	1	1
"ENSG00000115641"	"ENSG00000115641"	0.000401797065152405	0.00298000568490569	5	1	-0.223114153508362	1	1
"ENSG00000160752"	"ENSG00000160752"	1.08412006205986e-21	0.00308188789500192	7	1	0.260362839535733	1	1
"ENSG00000080822"	"ENSG00000080822"	0.0169082241341884	0.00335248125942881	9	1	0.47545847990067	1	1
"ENSG00000132470"	"ENSG00000132470"	6.20001021041142e-37	0.00339250561853448	6	1	-0.623022035717249	1	1
"ENSG00000110921"	"ENSG00000110921"	0.0123068882162972	0.00339620353183861	4	1	-0.288307639034041	1	1
"ENSG00000099849"	"ENSG00000099849"	1.60712363249995e-07	0.00348828500789939	6	1	0.300341972559109	1	1
"ENSG00000158023"	"ENSG00000158023"	0.000357479351836171	0.00349721264587801	6	1	-0.629375721354704	1	0.833333333333333
"ENSG00000127337"	"ENSG00000127337"	0.0102577164623182	0.00360160701144375	3	1	0.207327388531997	1	1
"ENSG00000221914"	"ENSG00000221914"	6.55192266218475e-06	0.00361970997150328	5	1	0.430104032516823	1	1
"ENSG00000121289"	"ENSG00000121289"	0.00153648893669945	0.0036622979926609	3	1	-0.550163429133685	1	0.833333333333333
"ENSG00000152558"	"ENSG00000152558"	1.54534652117127e-21	0.00369036851826294	3	1	0.741641908123192	1	1
"ENSG00000114115"	"ENSG00000114115"	2.60501043951804e-06	0.00418209341824847	3	1	0.177913445041147	1	1
"ENSG00000138434"	"ENSG00000138434"	0.000838245829256865	0.00422195844835441	5	1	0.688942313949372	0.833333333333333	0.666666666666667
"ENSG00000092820"	"ENSG00000092820"	7.93646357888758e-06	0.00429479581496361	5	1	-0.452488940913261	1	1
"ENSG00000120742"	"ENSG00000120742"	1.94717917691045e-08	0.00439447288104843	5	1	0.272535313759261	1	1
